WBGeneID,Sequence.name,tissue
WBGene00013460,cpsf-3,ubiquitous
WBGene00013462,micu-1,ubiquitous
WBGene00013463,kdp-1,ubiquitous
WBGene00013468,srz-96,muscular-system
WBGene00013474,nsph-3.1,nervous-system
WBGene00013478,Y69E1A.8,nervous-system
WBGene00013480,egas-3,nervous-system
WBGene00013483,nhr-241,nervous-system
WBGene00013484,Y69H2.9,intestine
WBGene00013486,egas-1,nervous-system
WBGene00013487,egas-2,nervous-system
WBGene00013490,Y70C5A.2,nervous-system
WBGene00013498,Y70G10A.2,nervous-system
WBGene00013509,Y71A12B.12,ubiquitous
WBGene00013513,Y71A12C.2,nervous-system
WBGene00013517,lgc-52,nervous-system
WBGene00013529,gft-2H4,ubiquitous
WBGene00013532,Y73F8A.27,ubiquitous
WBGene00013534,acr-24,nervous-system
WBGene00013540,cest-12,muscular-system
WBGene00013543,Y75B8A.6,nervous-system
WBGene00013547,Y75B8A.10,intestine
WBGene00013550,Y75B8A.14,ubiquitous
WBGene00013554,Y75B8A.19,nervous-system
WBGene00013557,Y75B8A.24,ubiquitous
WBGene00013559,Y75B8A.28,intestine
WBGene00013561,Y75B8A.31,reproductive-system
WBGene00013564,Y75B8A.34,nervous-system
WBGene00013565,Y75B8A.37,nervous-system
WBGene00013574,lron-13,nervous-system
WBGene00013579,Y79H2A.2,reproductive-system
WBGene00013580,Y79H2A.3,ubiquitous
WBGene00013584,nhr-243,nervous-system
WBGene00013593,Y87G2A.1,reproductive-system
WBGene00013595,atg-4.1,ubiquitous
WBGene00013597,gpi-1,ubiquitous
WBGene00013598,vps-28,ubiquitous
WBGene00013604,Y87G2A.18,ubiquitous
WBGene00013605,Y95D11A.1,ubiquitous
WBGene00013606,cand-1,ubiquitous
WBGene00013607,clec-27,intestine
WBGene00013608,clec-35,intestine
WBGene00013609,clec-37,intestine
WBGene00013620,fbxa-111,nervous-system
WBGene00013621,clec-239,nervous-system
WBGene00013633,Y105C5A.8,epithelial-system
WBGene00013634,Y105C5A.9,intestine
WBGene00013635,Y105C5A.10,nervous-system
WBGene00013636,Y105C5A.12,muscular-system
WBGene00013637,Y105C5A.13,muscular-system
WBGene00013654,Y105C5B.15,intestine
WBGene00013656,Y105C5B.17,nervous-system
WBGene00013657,Y105C5B.18,muscular-system
WBGene00013662,Y105C5B.25,nervous-system
WBGene00013667,Y105E8A.2,ubiquitous
WBGene00013669,tcab-1,reproductive-system
WBGene00013670,hpo-13,ubiquitous
WBGene00013672,catp-1,epithelial-system
WBGene00013676,ekl-4,ubiquitous
WBGene00013678,Y105E8A.20,ubiquitous
WBGene00013683,zoo-1,ubiquitous
WBGene00013685,Y105E8A.28,nervous-system
WBGene00013688,riok-2,reproductive-system
WBGene00013690,hprt-1,ubiquitous
WBGene00013694,mekk-3,ubiquitous
WBGene00013695,epg-8,ubiquitous
WBGene00013698,Y106G6D.1,epithelial-system
WBGene00013703,rbm-12,ubiquitous
WBGene00013708,Y106G6E.4,ubiquitous
WBGene00013709,csnk-1,ubiquitous
WBGene00013710,Y106G6G.1,nervous-system
WBGene00013711,Y106G6G.2,nervous-system
WBGene00013712,dlc-6,nervous-system
WBGene00013713,Y106G6G.4,nervous-system
WBGene00013718,pdpr-1,ubiquitous
WBGene00013719,Y106G6H.6,reproductive-system
WBGene00013723,Y106G6H.13,nervous-system
WBGene00013724,Y106G6H.14,reproductive-system
WBGene00013725,ska-1,reproductive-system
WBGene00013727,Y111B2A.1,reproductive-system
WBGene00013734,Y111B2A.10,ubiquitous
WBGene00013736,gtf-2A2,ubiquitous
WBGene00013748,ssu-1,nervous-system
WBGene00013750,Y113G7A.13,intestine
WBGene00013753,Y113G7A.16,nervous-system
WBGene00013759,fbxb-59,epithelial-system
WBGene00013760,srbc-34,intestine
WBGene00013761,Y113G7B.11,nervous-system
WBGene00013762,Y113G7B.12,intestine
WBGene00013764,Y113G7B.15,reproductive-system
WBGene00013766,prmt-1,ubiquitous
WBGene00013771,Y113G7C.1,nervous-system
WBGene00013775,Y116A8A.4,nervous-system
WBGene00013776,Y116A8A.6,nervous-system
WBGene00013778,clec-194,nervous-system
WBGene00013782,npr-32,nervous-system
WBGene00013785,nep-23,coelomic-system
WBGene00013790,Y116A8C.10,ubiquitous
WBGene00013795,nhr-229,muscular-system
WBGene00013801,Y116A8C.24,nervous-system
WBGene00013802,Y116A8C.25,muscular-system
WBGene00013804,Y116A8C.27,ubiquitous
WBGene00013805,bca-2,ubiquitous
WBGene00013806,Y116A8C.29,nervous-system
WBGene00013808,sfa-1,reproductive-system
WBGene00013809,Y116A8C.33,intestine
WBGene00013812,Y116A8C.40,nervous-system
WBGene00013815,Y116A8C.44,muscular-system
WBGene00013816,Y116F11A.1,nervous-system
WBGene00013817,Y116F11A.3,nervous-system
WBGene00013825,Y116F11B.9,nervous-system
WBGene00013832,ZC15.3,muscular-system
WBGene00013834,clec-261,nervous-system
WBGene00013839,fbxa-32,intestine
WBGene00013840,fbxa-151,intestine
WBGene00013844,fbxa-50,epithelial-system
WBGene00013849,ZC84.6,reproductive-system
WBGene00013850,ZC84.7,nervous-system
WBGene00013853,ZC116.1,coelomic-system
WBGene00013856,ZC168.2,nervous-system
WBGene00013858,ssp-34,nervous-system
WBGene00013865,ZC334.7,nervous-system
WBGene00013874,cest-2.2,intestine
WBGene00013875,cest-2.1,intestine
WBGene00013882,msa-1,ubiquitous
WBGene00013892,ZC434.4,reproductive-system
WBGene00013893,coa-6,ubiquitous
WBGene00013896,ZC443.1,nervous-system
WBGene00013899,ZC443.4,nervous-system
WBGene00013902,ZC455.1,coelomic-system
WBGene00013907,sre-20,nervous-system
WBGene00013911,irld-60,nervous-system
WBGene00013919,ZC506.1,ubiquitous
WBGene00013920,pssy-1,ubiquitous
WBGene00013924,rad-23,ubiquitous
WBGene00013925,coa-7,ubiquitous
WBGene00013927,clec-95,nervous-system
WBGene00013928,clec-94,nervous-system
WBGene00013929,clec-93,nervous-system
WBGene00013931,clec-97,nervous-system
WBGene00013935,ZK218.1,intestine
WBGene00013943,ZK218.11,muscular-system
WBGene00013954,ZK262.9,nervous-system
WBGene00013958,nol-16,ubiquitous
WBGene00013960,cutl-8,nervous-system
WBGene00013968,ZK287.9,intestine
WBGene00013971,scl-19,nervous-system
WBGene00013974,npr-9,nervous-system
WBGene00013976,hizr-1,intestine
WBGene00013982,ZK512.1,reproductive-system
WBGene00013985,sec-16A.1,ubiquitous
WBGene00013986,ZK512.7,nervous-system
WBGene00013994,ZK524.4,ubiquitous
WBGene00013998,gtf-2E1,ubiquitous
WBGene00013999,ZK550.5,nervous-system
WBGene00014006,ZK596.1,nervous-system
WBGene00014008,ZK596.3,nervous-system
WBGene00014012,riok-3,ubiquitous
WBGene00014013,ZK632.4,ubiquitous
WBGene00014015,panl-3,ubiquitous
WBGene00014016,ZK632.9,ubiquitous
WBGene00014017,ZK632.10,ubiquitous
WBGene00014019,ZK632.12,ubiquitous
WBGene00014025,asna-1,ubiquitous
WBGene00014028,trxr-2,ubiquitous
WBGene00014029,ZK637.12,reproductive-system
WBGene00014030,glb-1,ubiquitous
WBGene00014031,ZK637.14,ubiquitous
WBGene00014034,ZK643.2,ubiquitous
WBGene00014039,ZK662.2,nervous-system
WBGene00014043,clec-58,nervous-system
WBGene00014048,ZK666.8,nervous-system
WBGene00014054,dbt-1,ubiquitous
WBGene00014058,ZK673.2,ubiquitous
WBGene00014060,ZK673.4,nervous-system
WBGene00014062,ZK673.6,nervous-system
WBGene00014064,sdz-37,reproductive-system
WBGene00014068,nhr-255,nervous-system
WBGene00014075,dhhc-4,ubiquitous
WBGene00014081,ipmk-1,ubiquitous
WBGene00014082,ZK795.2,reproductive-system
WBGene00014083,ZK795.3,ubiquitous
WBGene00014086,ZK809.3,ubiquitous
WBGene00014087,ZK809.5,ubiquitous
WBGene00014090,ZK822.2,ubiquitous
WBGene00014095,gdh-1,ubiquitous
WBGene00014096,ZK829.7,ubiquitous
WBGene00014100,ZK849.1,nervous-system
WBGene00014107,ZK856.6,nervous-system
WBGene00014111,rpc-25,ubiquitous
WBGene00014112,ZK856.11,reproductive-system
WBGene00014119,ZK858.6,ubiquitous
WBGene00014122,ZK863.1,nervous-system
WBGene00014123,elpc-3,ubiquitous
WBGene00014124,usip-1,ubiquitous
WBGene00014125,ZK863.8,muscular-system
WBGene00014129,ZK892.5,nervous-system
WBGene00014130,ZK892.6,reproductive-system
WBGene00014131,sdz-38,muscular-system
WBGene00014135,ZK896.4,intestine
WBGene00014141,ZK899.2,ubiquitous
WBGene00014145,ZK899.7,nervous-system
WBGene00014149,fbxb-70,intestine
WBGene00014156,ZK930.6,reproductive-system
WBGene00014159,arrd-4,nervous-system
WBGene00014160,ZK938.3,nervous-system
WBGene00014161,arrd-5,nervous-system
WBGene00014169,ZK945.7,nervous-system
WBGene00014171,nep-26,nervous-system
WBGene00014172,clpp-1,ubiquitous
WBGene00014173,ZK970.7,epithelial-system
WBGene00014176,ZK1010.2,reproductive-system
WBGene00014177,frg-1,ubiquitous
WBGene00014183,ZK1025.3,nervous-system
WBGene00014184,ZK1025.4,epithelial-system
WBGene00014188,ZK1025.8,epithelial-system
WBGene00014193,nhr-247,nervous-system
WBGene00014194,ZK1037.6,nervous-system
WBGene00014195,srz-10,nervous-system
WBGene00014196,ZK1053.1,nervous-system
WBGene00014197,ZK1053.2,reproductive-system
WBGene00014200,scrm-2,nervous-system
WBGene00014202,mmcm-1,ubiquitous
WBGene00014204,ccdc-47,ubiquitous
WBGene00014210,ZK1067.4,nervous-system
WBGene00014216,ZK1086.2,nervous-system
WBGene00014220,ZK1098.3,nervous-system
WBGene00014225,ZK1098.9,nervous-system
WBGene00014232,ttll-4,ubiquitous
WBGene00014234,vps-29,ubiquitous
WBGene00014240,htas-1,reproductive-system
WBGene00014241,ZK1251.3,nervous-system
WBGene00014243,dcaf-1,ubiquitous
WBGene00014245,ZK1307.2,epithelial-system
WBGene00014246,ZK1307.3,nervous-system
WBGene00014247,ZK1307.4,nervous-system
WBGene00014251,gstk-1,ubiquitous
WBGene00014254,cyp-13A10,nervous-system
WBGene00014255,ZK1320.5,nervous-system
WBGene00014259,ZK1320.11,ubiquitous
WBGene00014260,ZK1321.1,nervous-system
WBGene00014262,ZK1321.4,muscular-system
WBGene00014698,C37A5.3,epithelial-system
WBGene00014761,F46A8.11,intestine
WBGene00014793,H40L08.2,nervous-system
WBGene00014826,R13H4.2,muscular-system
WBGene00014871,Y37H9A.5,nervous-system
WBGene00014914,Y52B11A.11,nervous-system
WBGene00014997,AC7.3,nervous-system
WBGene00015001,B0025.4,ubiquitous
WBGene00015003,B0034.2,nervous-system
WBGene00015004,B0034.4,nervous-system
WBGene00015005,B0034.5,nervous-system
WBGene00015007,ain-2,ubiquitous
WBGene00015021,nfs-1,ubiquitous
WBGene00015022,B0205.8,ubiquitous
WBGene00015023,B0205.9,ubiquitous
WBGene00015025,mrpl-9,ubiquitous
WBGene00015026,B0207.1,reproductive-system
WBGene00015027,B0207.2,nervous-system
WBGene00015032,B0207.9,reproductive-system
WBGene00015034,B0207.11,reproductive-system
WBGene00015038,nstp-6,intestine
WBGene00015040,cyp-34A5,reproductive-system
WBGene00015048,faah-2,intestine
WBGene00015049,B0218.5,reproductive-system
WBGene00015053,B0222.1,nervous-system
WBGene00015054,pitr-2,intestine
WBGene00015064,B0228.7,ubiquitous
WBGene00015065,B0228.8,nervous-system
WBGene00015066,B0228.9,nervous-system
WBGene00015071,cest-30,nervous-system
WBGene00015072,srt-69,nervous-system
WBGene00015073,B0238.9,reproductive-system
WBGene00015074,natc-2,ubiquitous
WBGene00015075,B0238.11,ubiquitous
WBGene00015076,B0238.12,nervous-system
WBGene00015080,B0244.5,intestine
WBGene00015081,B0244.6,intestine
WBGene00015082,B0244.7,intestine
WBGene00015092,mrpl-47,ubiquitous
WBGene00015093,B0261.5,reproductive-system
WBGene00015096,B0261.8,nervous-system
WBGene00015098,snpc-3.1,reproductive-system
WBGene00015099,ggtb-1,ubiquitous
WBGene00015111,B0281.4,reproductive-system
WBGene00015112,B0281.5,ubiquitous
WBGene00015113,B0281.6,nervous-system
WBGene00015119,B0302.2,nervous-system
WBGene00015121,B0302.4,nervous-system
WBGene00015128,B0303.7,ubiquitous
WBGene00015129,sdz-1,reproductive-system
WBGene00015133,mrpl-11,ubiquitous
WBGene00015137,B0310.1,muscular-system
WBGene00015143,rbm-26,ubiquitous
WBGene00015146,abi-1,ubiquitous
WBGene00015149,B0336.12,nervous-system
WBGene00015151,B0348.1,nervous-system
WBGene00015153,B0348.5,intestine
WBGene00015157,B0361.3,ubiquitous
WBGene00015159,psd-1,ubiquitous
WBGene00015161,pho-5,ubiquitous
WBGene00015162,algn-11,ubiquitous
WBGene00015164,ykt-6,ubiquitous
WBGene00015165,B0361.11,reproductive-system
WBGene00015167,B0403.3,nervous-system
WBGene00015168,pdi-6,ubiquitous
WBGene00015169,B0403.5,epithelial-system
WBGene00015171,vang-1,ubiquitous
WBGene00015172,B0410.3,nervous-system
WBGene00015173,trpp-11,reproductive-system
WBGene00015175,srz-4,nervous-system
WBGene00015178,B0416.2,nervous-system
WBGene00015181,B0416.5,ubiquitous
WBGene00015184,djr-1.1,ubiquitous
WBGene00015185,mrpl-41,ubiquitous
WBGene00015186,misc-1,ubiquitous
WBGene00015188,B0432.7,reproductive-system
WBGene00015189,B0432.8,reproductive-system
WBGene00015191,B0432.10,ubiquitous
WBGene00015194,trul-1,reproductive-system
WBGene00015203,cdk-11.1,ubiquitous
WBGene00015204,B0495.5,ubiquitous
WBGene00015206,B0495.7,ubiquitous
WBGene00015208,B0495.9,ubiquitous
WBGene00015214,srtx-1,nervous-system
WBGene00015215,B0496.6,reproductive-system
WBGene00015221,B0507.4,nervous-system
WBGene00015235,cdc-26,reproductive-system
WBGene00015237,B0511.12,reproductive-system
WBGene00015241,B0524.2,reproductive-system
WBGene00015242,B0524.3,reproductive-system
WBGene00015246,scl-23,reproductive-system
WBGene00015249,otub-4,ubiquitous
WBGene00015250,B0546.3,nervous-system
WBGene00015251,B0546.4,ubiquitous
WBGene00015255,B0554.2,nervous-system
WBGene00015258,B0554.5,excretory-system
WBGene00015262,B0563.5,nervous-system
WBGene00015263,B0563.6,nervous-system
WBGene00015267,chin-1,ubiquitous
WBGene00015268,BE0003N10.3,nervous-system
WBGene00015270,C01B4.6,intestine
WBGene00015273,mct-2,muscular-system
WBGene00015279,cest-5.1,intestine
WBGene00015282,C01B10.8,ubiquitous
WBGene00015284,cest-5.2,intestine
WBGene00015287,osta-1,nervous-system
WBGene00015292,C01C4.2,nervous-system
WBGene00015295,acl-12,ubiquitous
WBGene00015296,gtf-2F1,ubiquitous
WBGene00015297,sco-1,ubiquitous
WBGene00015299,C01F1.4,nervous-system
WBGene00015301,C01F1.6,ubiquitous
WBGene00015308,ddi-1,reproductive-system
WBGene00015309,C01G5.7,reproductive-system
WBGene00015316,srbc-30,nervous-system
WBGene00015320,C02B8.1,coelomic-system
WBGene00015325,C02B8.7,nervous-system
WBGene00015326,ivd-1,ubiquitous
WBGene00015329,C02B10.4,ubiquitous
WBGene00015331,C02B10.6,reproductive-system
WBGene00015332,tyr-1,epithelial-system
WBGene00015337,gsto-2,ubiquitous
WBGene00015344,nra-4,ubiquitous
WBGene00015345,C02F5.2,reproductive-system
WBGene00015349,henn-1,ubiquitous
WBGene00015360,C02G6.2,nervous-system
WBGene00015373,C03B1.2,muscular-system
WBGene00015377,C03B1.6,nervous-system
WBGene00015380,C03B1.10,nervous-system
WBGene00015388,C03F11.2,nervous-system
WBGene00015391,sdha-1,ubiquitous
WBGene00015392,nspc-7,excretory-system
WBGene00015397,nhr-149,reproductive-system
WBGene00015399,cyp-35A1,intestine
WBGene00015403,clec-10,intestine
WBGene00015404,nstp-4,ubiquitous
WBGene00015408,C03H5.6,nervous-system
WBGene00015409,C03H5.7,nervous-system
WBGene00015412,lgc-9,nervous-system
WBGene00015413,pdhb-1,ubiquitous
WBGene00015416,C04C3.6,nervous-system
WBGene00015424,C04E6.8,nervous-system
WBGene00015426,C04E6.12,nervous-system
WBGene00015427,C04E6.13,nervous-system
WBGene00015429,sor-3,ubiquitous
WBGene00015434,C04E12.4,nervous-system
WBGene00015442,C04F1.1,nervous-system
WBGene00015446,srab-1,nervous-system
WBGene00015451,C04F5.9,reproductive-system
WBGene00015453,C04G6.2,epithelial-system
WBGene00015458,C04G6.10,muscular-system
WBGene00015468,madf-11,ubiquitous
WBGene00015470,C05D2.10,ubiquitous
WBGene00015473,C05D9.4,nervous-system
WBGene00015477,attf-4,ubiquitous
WBGene00015478,mapk-15,nervous-system
WBGene00015481,C05D11.1,ubiquitous
WBGene00015484,atgl-1,ubiquitous
WBGene00015487,mrps-17,ubiquitous
WBGene00015491,C05E4.12,nervous-system
WBGene00015495,C05E11.6,nervous-system
WBGene00015496,C05E11.7,nervous-system
WBGene00015499,ints-1,reproductive-system
WBGene00015500,C06A5.2,reproductive-system
WBGene00015501,C06A5.3,ubiquitous
WBGene00015508,mvb-12,ubiquitous
WBGene00015509,C06A6.4,ubiquitous
WBGene00015512,mthf-1,ubiquitous
WBGene00015516,C06A8.6,reproductive-system
WBGene00015523,ztf-30,nervous-system
WBGene00015524,C06E1.9,reproductive-system
WBGene00015534,C06E4.5,nervous-system
WBGene00015535,C06E4.6,intestine
WBGene00015540,sams-4,ubiquitous
WBGene00015541,C06E7.4,nervous-system
WBGene00015544,C06E8.5,epithelial-system
WBGene00015553,trxr-1,ubiquitous
WBGene00015555,ufl-1,ubiquitous
WBGene00015559,npr-17,nervous-system
WBGene00015560,C07A12.2,nervous-system
WBGene00015564,C07D8.5,nervous-system
WBGene00015565,C07D8.6,ubiquitous
WBGene00015572,C07G1.6,reproductive-system
WBGene00015577,ugt-64,ubiquitous
WBGene00015587,lido-2,nervous-system
WBGene00015589,lido-4,nervous-system
WBGene00015599,fbxa-164,intestine
WBGene00015600,fbxa-165,intestine
WBGene00015601,fbxa-166,intestine
WBGene00015615,fbxc-48,reproductive-system
WBGene00015618,C08G5.6,nervous-system
WBGene00015619,C08G9.1,ubiquitous
WBGene00015622,C09B8.3,muscular-system
WBGene00015626,C09B9.1,nervous-system
WBGene00015627,C09B9.2,reproductive-system
WBGene00015628,best-6,reproductive-system
WBGene00015631,clec-89,intestine
WBGene00015636,C09D4.6,reproductive-system
WBGene00015638,C09E7.4,ubiquitous
WBGene00015652,srz-79,nervous-system
WBGene00015660,catp-3,epithelial-system
WBGene00015661,C09H5.7,reproductive-system
WBGene00015662,C10A4.1,reproductive-system
WBGene00015663,C10A4.2,nervous-system
WBGene00015665,C10A4.4,reproductive-system
WBGene00015668,C10A4.7,reproductive-system
WBGene00015670,C10B5.1,reproductive-system
WBGene00015672,C10E2.1,nervous-system
WBGene00015679,C10F3.7,muscular-system
WBGene00015680,egal-1,ubiquitous
WBGene00015682,C10G8.3,nervous-system
WBGene00015685,C10G11.1,nervous-system
WBGene00015686,C10G11.6,reproductive-system
WBGene00015688,C10G11.8,reproductive-system
WBGene00015690,C10G11.10,nervous-system
WBGene00015694,ugt-27,nervous-system
WBGene00015695,ugt-26,ubiquitous
WBGene00015696,C10H11.7,reproductive-system
WBGene00015700,asp-9,nervous-system
WBGene00015703,C11D2.7,ubiquitous
WBGene00015706,C12D5.3,nervous-system
WBGene00015707,C12D5.4,nervous-system
WBGene00015708,C12D5.5,nervous-system
WBGene00015720,C13A2.3,nervous-system
WBGene00015721,C13A2.4,nervous-system
WBGene00015722,C13A2.5,intestine
WBGene00015726,C13A2.10,nervous-system
WBGene00015728,C13A10.1,intestine
WBGene00015734,copd-1,ubiquitous
WBGene00015739,ugt-7,intestine
WBGene00015742,kxd-1,ubiquitous
WBGene00015743,soap-1,ubiquitous
WBGene00015746,C13F10.7,ubiquitous
WBGene00015751,C14A11.6,nervous-system
WBGene00015752,C14B9.2,ubiquitous
WBGene00015757,C14C6.3,epithelial-system
WBGene00015762,C14C6.8,intestine
WBGene00015770,C14E2.1,muscular-system
WBGene00015784,C15B12.2,nervous-system
WBGene00015785,C15B12.3,coelomic-system
WBGene00015787,actl-1,nervous-system
WBGene00015790,C15C7.4,nervous-system
WBGene00015792,C15C7.6,reproductive-system
WBGene00015795,C15F1.2,nervous-system
WBGene00015798,C15H9.2,nervous-system
WBGene00015799,C15H9.3,nervous-system
WBGene00015800,C15H9.4,ubiquitous
WBGene00015801,C15H9.5,nervous-system
WBGene00015803,C15H9.9,ubiquitous
WBGene00015807,C16A3.2,reproductive-system
WBGene00015809,znf-622,ubiquitous
WBGene00015810,C16A3.5,ubiquitous
WBGene00015815,C16A11.2,reproductive-system
WBGene00015822,C16B8.2,nervous-system
WBGene00015824,C16B8.4,nervous-system
WBGene00015828,math-14,intestine
WBGene00015830,fbxb-98,muscular-system
WBGene00015841,skpo-2,epithelial-system
WBGene00015846,C16C8.8,reproductive-system
WBGene00015851,C16C8.13,reproductive-system
WBGene00015854,C16C8.17,reproductive-system
WBGene00015858,C16D9.3,nervous-system
WBGene00015860,C16D9.5,nervous-system
WBGene00015864,C16D9.9,nervous-system
WBGene00015866,C16E9.2,ubiquitous
WBGene00015878,C17B7.4,muscular-system
WBGene00015883,C17B7.9,nervous-system
WBGene00015884,C17B7.10,reproductive-system
WBGene00015886,C17B7.12,nervous-system
WBGene00015889,C17C3.3,intestine
WBGene00015890,C17C3.5,muscular-system
WBGene00015893,C17C3.11,reproductive-system
WBGene00015896,C17C3.15,intestine
WBGene00015900,nhr-157,nervous-system
WBGene00015902,nhr-159,nervous-system
WBGene00015908,C17F3.3,reproductive-system
WBGene00015909,clec-124,intestine
WBGene00015920,eif-3.L,ubiquitous
WBGene00015922,C17H11.2,nervous-system
WBGene00015924,C17H11.4,reproductive-system
WBGene00015925,C17H11.5,nervous-system
WBGene00015927,dyci-1,ubiquitous
WBGene00015931,C17H12.5,reproductive-system
WBGene00015938,anat-1,ubiquitous
WBGene00015940,zipt-3,ubiquitous
WBGene00015941,C18A3.3,ubiquitous
WBGene00015944,C18A3.7,nervous-system
WBGene00015945,C18A3.9,intestine
WBGene00015948,C18A11.2,nervous-system
WBGene00015955,C18B2.4,ubiquitous
WBGene00015957,del-9,muscular-system
WBGene00015958,srbc-11,nervous-system
WBGene00015961,srbc-7,nervous-system
WBGene00015962,srbc-8,nervous-system
WBGene00015969,glb-6,nervous-system
WBGene00015970,C18E3.1,reproductive-system
WBGene00015971,swsn-2.2,ubiquitous
WBGene00015974,snrp-40.2,reproductive-system
WBGene00015977,C18F10.2,nervous-system
WBGene00015982,bgnt-1.4,reproductive-system
WBGene00015986,C18G1.8,nervous-system
WBGene00015992,C18H2.5,reproductive-system
WBGene00015996,C18H7.6,nervous-system
WBGene00015998,srt-59,reproductive-system
WBGene00016005,ift-74,nervous-system
