seqnames	start	end	width	strand	len	wbps_gene_id	gene_name	chip_signal_mean	chip_signal_max	log_chip_signal_mean	log_chip_signal_max	IDR_mean	IDR_max	IDR_value	IDR_nlogq	IDR_logTEN_max	IDR_logTEN_mean	IDR_logTEN_value	baseMean	log2FoldChange	lfcSE	pvalue	padj	class
WBGene00007695	chrX	12221117	12222316	1200	+	1200	WBGene00007695	cest-9.2	-18.599747	-8.590039	6.37272563202292	6.19509857018662	NA	NA	NA	NA	NA	NA	NA	394.2813277733	8.72764219056053	0.738453741674167	7.22108244327601e-32	3.39650626000997e-30	classC
WBGene00022642	chrV	384746	385945	1200	+	1200	WBGene00022642	lipl-5	60.768792	138.270493	7.34194599787166	7.78219809538824	115.578323	138.270493	122.262031036544	3.57760667736254	2.14072951131311	2.06287638871896	2.08729160608354	234.277993783758	8.71304744518303	0.810716871139066	9.71557207426705e-27	3.5420303097523e-25	classA
WBGene00001250	chrX	10480240	10481439	1200	+	1200	WBGene00001250	elt-2	2969.642024	5699.461426	11.5845438903069	12.4971829181693	NA	NA	NA	NA	NA	NA	NA	21728.0805849195	8.71288705483782	0.503869589391486	1.7483862595527e-68	4.03445271704313e-66	classC
WBGene00015906	chrV	3889089	3890288	1200	-	1200	WBGene00015906	C17E7.13	20.012816	75.147118	6.9245697066923	7.29466218213066	62.032477	75.147118	76.2879339215096	2.66219099085904	1.87591232942462	1.79261912319227	1.88245585321444	1040.85299725847	8.71261956543849	0.525615200335086	1.26474312553237e-62	2.25515196947199e-60	classA
WBGene00019017	chrV	6408584	6409783	1200	-	1200	WBGene00019017	F57F4.4	20.14286	87.397461	6.92611328731078	7.40305338166069	NA	NA	NA	NA	NA	NA	NA	6351.52770828402	8.71115357682179	0.465981196956858	7.76596507580011e-79	2.72002926779899e-76	classC
WBGene00045461	chrV	19435484	19436683	1200	+	1200	WBGene00045461	C25F9.14	10.570272	36.351749	6.8078315767313	6.88519777962923	NA	NA	NA	NA	NA	NA	NA	227.187578405882	8.68420368364328	0.811531381286047	3.30608731383004e-26	1.15795708166897e-24	classC
WBGene00019057	chrIV	6232240	6233439	1200	+	1200	WBGene00019057	F58F9.3	14.298888	47.195782	6.85506313082983	7.0118218028462	NA	NA	NA	NA	NA	NA	NA	707.477118693582	8.66823121063318	0.593406448403532	3.07464273959146e-50	3.27750232034494e-48	classC
WBGene00045400	chrV	12432090	12433289	1200	-	1200	WBGene00045400	C54D10.13	55.9767	107.331032	7.29868981919381	7.56367999837009	93.975458	107.331032	100.441191147671	2.96425963019688	2.03072530517105	1.97301445097418	2.00191185443707	310.151810722463	8.66531062575644	0.65363227688263	4.18819988128614e-40	2.86227708960092e-38	classA
WBGene00011659	chrI	12347066	12348265	1200	-	1200	WBGene00011659	T09E11.10	-35.977161	-20.830851	6.03319340753788	5.93136489165053	NA	NA	NA	NA	NA	NA	NA	19.7142489659201	8.65996010149422	2.7624936391929	7.68688158177383e-08	8.18515175596699e-07	classC
WBGene00020972	chrIV	4325654	4326853	1200	+	1200	WBGene00020972	trpl-2	12.349044	41.465462	6.83055680923367	6.94629636060021	NA	NA	NA	NA	NA	NA	NA	714.642732492221	8.65514069137131	0.525531051622082	4.57120810762553e-62	7.79649354982323e-60	classC
WBGene00001465	chrX	13456343	13457542	1200	-	1200	WBGene00001465	flr-1	12.805797	18.620117	6.83633488833486	6.65072877845782	NA	NA	NA	NA	NA	NA	NA	411.636473763149	8.62008030448347	0.663416410227038	5.01053313596023e-38	3.21165349440275e-36	classC
WBGene00010899	chrII	10627263	10628462	1200	+	1200	WBGene00010899	M28.8	57.535733	114.822189	7.31290537586137	7.61970336924172	101.997414	114.822189	94.0532489178155	3.00817418400646	2.0600258221132	2.00858916097989	1.97337380214806	2552.06720649212	8.60618856821114	0.460073928467656	2.44233398169526e-78	8.40419977490716e-76	classA
WBGene00000788	chrI	2689230	2690429	1200	-	1200	WBGene00000788	cpz-1	203.514606	324.132111	8.25257718411624	8.66529861273111	323.016632	324.132111	215.286829155774	3.57760667736254	2.51072205768851	2.50922488455977	2.33301746131473	50688.8351769022	8.59411483027568	0.405096028295878	6.30952212510203e-101	7.27970393892654e-98	classA
WBGene00022412	chrX	2025642	2026841	1200	+	1200	WBGene00022412	Y102A11A.2	12.719235	56.404713	6.83524162570963	7.11126197487406	NA	NA	NA	NA	NA	NA	NA	2148.01175717729	8.56041338043408	0.491051887175967	9.1241517960766e-70	2.20939646084255e-67	classC
WBGene00044696	chrV	8382922	8384121	1200	+	1200	WBGene00044696	F52E1.14	56.153331	133.423401	7.30030742763657	7.75007579342966	116.288113	133.423401	87.476554386794	2.91328390176045	2.12523200674609	2.06553532330668	1.94189166828109	63.3812074750097	8.55474327122738	1.42130824206037	2.78411001864426e-11	4.02117333620681e-10	classA
WBGene00016719	chrII	1899234	1900433	1200	+	1200	WBGene00016719	math-24	26.249632	58.304764	6.99679964358756	7.13095305150391	NA	NA	NA	NA	NA	NA	NA	506.002984507666	8.55204404153203	0.760447288202011	1.64054885649984e-29	6.83178880496559e-28	classC
WBGene00021322	chrX	5252047	5253246	1200	+	1200	WBGene00021322	Y34B4A.6	38.797863	110.355743	7.13200714737437	7.58656310918128	94.731584	110.355743	103.81679482534	3.16066857464259	2.04279493911353	1.97649479917269	2.01626761661415	2193.49609629799	8.54873003085447	0.58383475710402	6.28077701170071e-49	6.35005980966483e-47	classA
WBGene00020579	chrII	6630105	6631304	1200	+	1200	WBGene00020579	T19D12.4	28.465059	60.952423	7.02161072110459	7.15795131565872	NA	NA	NA	NA	NA	NA	NA	2360.30733849034	8.53649373766833	0.634449319065109	2.5767134833912e-42	1.93638537407031e-40	classC
WBGene00002272	chrX	17599487	17600686	1200	+	1200	WBGene00002272	lec-9	75.647566	149.749405	7.46853692064792	7.85553377648551	133.92668	149.749405	100.690750369162	2.96255873579599	2.17536510548051	2.12686710294599	2.00298957732488	2038.1795153699	8.53013914796872	0.452936624074466	6.57532533196938e-79	2.34488056474995e-76	classA
WBGene00044761	chrIII	1400940	1402139	1200	+	1200	WBGene00044761	pals-19	43.575632	92.817772	7.18033059387533	7.44853067631162	NA	NA	NA	NA	NA	NA	NA	990.819364314208	8.52163263024473	0.541937331674713	5.50334233684769e-58	7.93695269080372e-56	classC
WBGene00022644	chrV	414560	415759	1200	-	1200	WBGene00022644	dod-19	80.530403	120.020844	7.50777197702551	7.65734156824909	111.597193	120.020844	78.3168537927604	2.87033886679419	2.07925667644819	2.04765327094616	1.89385523232051	593.502438096176	8.51502690984561	0.618491750175173	5.42509552925269e-43	4.18928439806151e-41	classA
WBGene00044331	chrV	16842241	16843440	1200	+	1200	WBGene00044331	clec-25	-21.238607	4.446895	6.32603628341476	6.43136030246546	NA	NA	NA	NA	NA	NA	NA	17.3321190856866	8.49126275538129	2.91380626792215	1.22798715661165e-06	1.11301941265161e-05	classC
WBGene00012531	chrV	10484541	10485740	1200	-	1200	WBGene00012531	Y32F6B.1	46.935949	147.793167	7.21337340360999	7.84329647876731	124.855094	147.793167	72.430624487266	2.26210365412641	2.16965435555547	2.09640626595817	1.85992222964645	8192.48839057474	8.48012197144138	0.352075045307921	4.01168698970304e-130	1.12407469451479e-126	classA
WBGene00001476	chrIV	10660857	10662056	1200	+	1200	WBGene00001476	fmo-1	6.154185	26.292356	6.74981477486173	6.7568864801114	NA	NA	NA	NA	NA	NA	NA	702.512438803333	8.47883028466049	0.609715470219282	2.96577207768835e-46	2.6321562684063e-44	classC
WBGene00009259	chrX	11518867	11520066	1200	-	1200	WBGene00009259	hpo-34	42.488619	103.772118	7.16947766657834	7.53628225963659	88.162406	103.772118	90.6139862570534	3.0335041729452	2.01608068082119	1.94528343380201	1.95719523614772	6841.3643344968	8.46943863990884	0.459125612617846	2.11129896941649e-77	7.01881660781949e-75	classA
WBGene00010850	chrV	19445406	19446605	1200	-	1200	WBGene00010850	M04C3.1	20.837303	83.935822	6.9343282619503	7.37324113887825	NA	NA	NA	NA	NA	NA	NA	2255.81351227827	8.4373589956973	0.685112235462673	6.9873918476021e-37	4.21694472919593e-35	classC
WBGene00018874	chrII	5863193	5864392	1200	+	1200	WBGene00018874	tag-234	1.425955	17.31283	6.68499672159873	6.6318350656474	NA	NA	NA	NA	NA	NA	NA	93.3893706239366	8.4311353094988	1.13719885878635	9.7125915475819e-14	1.70396038116522e-12	classC
WBGene00018350	chrIV	7326464	7327663	1200	-	1200	WBGene00018350	ifo-1	94.94018	211.668274	7.61770193606949	8.19734284353398	208.266943	211.668274	207.554622224606	3.57760667736254	2.32565576846214	2.31862034238179	2.31713240952513	15255.9661906746	8.3862731135907	0.508866715532049	1.6680009238858e-62	2.89523629390231e-60	classA
WBGene00022353	chrIII	1402408	1403607	1200	+	1200	WBGene00022353	pals-18	1.435636	12.454857	6.68513245595723	6.55937323568627	NA	NA	NA	NA	NA	NA	NA	967.963589596278	8.37945596062399	0.473073059231313	5.26578774599165e-71	1.32414308781898e-68	classC
WBGene00008091	chrIII	3765361	3766560	1200	-	1200	WBGene00008091	C44F1.1	23.247719	63.946156	6.96248490300387	7.18788200667596	NA	NA	NA	NA	NA	NA	NA	3741.0368102405	8.37799964091665	0.420851435432309	4.83679221099024e-90	2.96465132582383e-87	classC
WBGene00015602	chrII	1621081	1622280	1200	-	1200	WBGene00015602	fbxa-158	70.933486	162.204391	7.42961783869988	7.93110258880271	140.673203	162.204391	102.954805377388	2.94537009449033	2.2100626067263	2.1482113760587	2.01264662196113	308.307066929284	8.37423429765081	0.884080112919981	1.10745131405084e-21	3.19434559908724e-20	classA
WBGene00020307	chrII	887309	888508	1200	+	1200	WBGene00020307	T07D3.4	73.137084	157.823578	7.44794132904045	7.90497155133034	139.36866	157.823578	143.435784925608	3.57760667736254	2.19817188499742	2.14416512441274	2.15665751435079	2201.3118056847	8.35491339055125	0.437439583097561	7.87290640486481e-83	3.43153747166707e-80	classA
WBGene00020455	chrIII	943277	944476	1200	-	1200	WBGene00020455	fbxa-59	38.68409	74.74662	7.13083645749843	7.29097735371724	65.692472	74.74662	76.7675802300799	2.7204137604116	1.87359155888894	1.81751560462556	1.8851778515449	618.884843341406	8.35267754373324	0.699484372886602	4.75329362436918e-33	2.34248997860244e-31	classA
WBGene00022474	chrI	4539530	4540729	1200	-	1200	WBGene00022474	zig-9	-6.215963	4.814537	6.57365892590915	6.43749289233557	NA	NA	NA	NA	NA	NA	NA	388.120955574604	8.34916369004137	0.641519964881331	1.78273068609204e-38	1.1578304528811e-36	classC
WBGene00002054	chrII	5749188	5750387	1200	+	1200	WBGene00002054	ifb-2	146.570612	277.410828	7.95441357088099	8.48891750942039	272.000765	277.410828	263.163725694035	3.57760667736254	2.44312340860775	2.43457012548571	2.42022602621621	11629.5175539064	8.33672077933105	0.421974623164007	5.65652077154516e-88	3.16991424037391e-85	classA
WBGene00194687	chrX	553776	554975	1200	-	1200	WBGene00194687	F57C12.6	10.07467	61.534416	6.801435577286	7.16381878467825	NA	NA	NA	NA	NA	NA	NA	47.5512089141906	8.33063747917723	1.48644724380931	4.31988993749588e-10	5.69041781289752e-09	classC
WBGene00021190	chrII	3992195	3993394	1200	+	1200	WBGene00021190	Y14H12A.1	49.853126	58.741043	7.24145757464094	7.13543671538705	NA	NA	NA	NA	NA	NA	NA	20.5015983521374	8.31749797770331	2.70425475150721	1.5949493831195e-07	1.62934047919302e-06	classC
WBGene00018174	chrX	6673869	6675068	1200	+	1200	WBGene00018174	F38B6.4	-6.818917	13.923818	6.56449738720112	6.58167074101981	NA	NA	NA	NA	NA	NA	NA	668.334660628939	8.3134087000219	0.730578853941994	9.98182174462906e-32	4.66151075474177e-30	classC
WBGene00007885	chrIV	9499311	9500510	1200	+	1200	WBGene00007885	ugt-21	37.354771	97.740685	7.11708730613142	7.48862808461923	82.165894	97.740685	81.3437827656467	2.95760728706013	1.99007537838642	1.91469158492059	1.91032436472516	629.019961188331	8.27131659196819	0.569346677570235	3.32030887085528e-49	3.37432840378008e-47	classA
WBGene00013643	chrIV	15848875	15850074	1200	+	1200	WBGene00013643	Y105C5A.24	30.074249	60.259541	7.03936859026737	7.15093463919848	NA	NA	NA	NA	NA	NA	NA	577.562417197681	8.257306063226	0.54946768279902	2.57882800585224e-50	2.76399631184623e-48	classC
WBGene00009595	chrIII	9912993	9914192	1200	+	1200	WBGene00009595	cbp-3	51.417896	114.458008	7.25629960258198	7.61702953216412	99.08911	114.458008	85.7850256497783	2.92450080837322	2.05864618328008	1.99602592767614	1.9334114854567	1070.85704141647	8.25647974784154	0.737463183363304	9.12595389501661e-30	3.85768232105292e-28	classA
WBGene00004061	chrIV	17405431	17406630	1200	-	1200	WBGene00004061	pmp-4	137.368925	251.387924	7.89987446604129	8.38044078279707	250.358124	251.387924	184.455043044302	3.57760667736254	2.40034441151172	2.39856168860941	2.26589053343852	2691.89781980433	8.25437886822369	0.522978334200505	7.25065040496361e-57	1.0086117520777e-54	classA
WBGene00008341	chrV	13530545	13531744	1200	-	1200	WBGene00008341	ttr-44	81.841214	178.254059	7.51812556191616	8.02298609730106	155.248808	178.254059	163.201260198542	3.57760667736254	2.25103942789968	2.19102827434936	2.21272350794211	315.929787832964	8.24947818996297	0.710056666501441	1.37045823598399e-31	6.35095490620554e-30	classA
WBGene00009397	chrII	12903398	12904597	1200	+	1200	WBGene00009397	clec-66	25.330705	53.961979	6.98638184212574	7.08554543526419	NA	NA	NA	NA	NA	NA	NA	576.478282696082	8.24739981929791	0.657250840571913	2.14566768538901e-38	1.38437914411908e-36	classC
WBGene00015284	chrIV	6627726	6628925	1200	-	1200	WBGene00015284	cest-5.2	86.494982	175.240112	7.55429506449975	8.00617178817262	153.09382	175.240112	152.927352314535	3.57760667736254	2.24363352207385	2.18495765971153	2.18448516949919	1883.22720199659	8.23136582331014	0.542858607441734	2.15681463292933e-54	2.66061397548905e-52	classA
WBGene00007692	chrX	12225182	12226381	1200	+	1200	WBGene00007692	cest-9.1	17.257003	74.92382	6.89146464706437	7.29260886388775	62.223753	74.92382	76.2836524531978	2.66244301145622	1.87461991182423	1.79395620185523	1.88243147884557	311.28366012149	8.22156576748912	0.732890530899302	1.44419727602642e-29	6.02691178127279e-28	classA
WBGene00018210	chrV	4721614	4722813	1200	+	1200	WBGene00018210	F39G3.5	8.843578	17.394823	6.78542390496615	6.633027379422	NA	NA	NA	NA	NA	NA	NA	1860.04238344901	8.21963713554648	0.329197439683342	6.4872398048917e-138	2.54481443066292e-134	classC
WBGene00006533	chrIII	11371589	11372788	1200	-	1200	WBGene00006533	tba-7	80.733852	210.904434	7.50938382064189	8.193583633855	NA	NA	NA	NA	NA	NA	NA	179.346517394192	8.18749054284606	0.92212270676937	3.978636977355e-19	9.76683174891626e-18	classC
WBGene00014252	chrII	9658803	9660002	1200	-	1200	WBGene00014252	ZK1320.2	-6.812199	23.924601	6.56459978450128	6.72495023817607	NA	NA	NA	NA	NA	NA	NA	368.070743972039	8.15438226692213	0.660203641309347	9.58881767691002e-35	5.19544392030147e-33	classC
WBGene00009396	chrII	12900325	12901524	1200	+	1200	WBGene00009396	clec-65	-3.902452	6.987444	6.60828123202028	6.47321600241336	NA	NA	NA	NA	NA	NA	NA	131.945761689859	8.13315838988452	1.06133716082736	5.91298934169324e-16	1.19195655650536e-14	classC
WBGene00235311	chrV	6949671	6950870	1200	-	1200	WBGene00235311	Y57E12B.11	103.312848	213.894104	7.67792809337203	8.20824165106552	153.247572	213.894104	69.4696007321596	2.12683005015431	2.33019881339081	2.18539360243773	1.84179480282832	12.2996055590284	8.11828434525783	2.77304747697252	4.73234816525041e-07	4.54778426816372e-06	classA
WBGene00010822	chrI	12112306	12113505	1200	-	1200	WBGene00010822	M01G12.9	15.467154	52.926365	6.86954932951327	7.07450282464482	NA	NA	NA	NA	NA	NA	NA	2217.35972229994	8.1133282371625	0.70421976667993	1.19899355211751e-31	5.58599988865386e-30	classC
WBGene00000522	chrX	11046446	11047645	1200	+	1200	WBGene00000522	clc-1	57.765729	179.017075	7.31499071663811	8.02721193202159	155.505239	179.017075	122.857864860045	3.57760667736254	2.25289445681571	2.19174502507002	2.08940296346964	424.49633061747	8.10631424837099	0.654303890868782	3.63809157481014e-35	2.03297800992382e-33	classA
WBGene00016052	chrV	2730899	2732098	1200	-	1200	WBGene00016052	dod-3	82.125135	185.652969	7.52035838664136	8.06345095430235	163.345007	185.652969	169.894201433439	3.57760667736254	2.26870189894331	2.21310586384672	2.2301785564533	122.121535113173	8.09955795468934	0.966398612494929	5.16696617055986e-17	1.11123765865527e-15	classA
WBGene00006965	chrX	11851794	11852993	1200	+	1200	WBGene00006965	xtr-1	21.364807	44.051678	6.94053730399063	6.97623839125988	NA	NA	NA	NA	NA	NA	NA	45.6012499313157	8.08424561688535	1.41152674772054	1.97438866156213e-10	2.66889450088764e-09	classC
WBGene00013559	chrIII	12318089	12319288	1200	+	1200	WBGene00013559	Y75B8A.28	79.493442	188.315018	7.49952845925587	8.07773653863765	183.744736	188.315018	199.173079849201	3.57760667736254	2.27488495609978	2.26421490607515	2.29923063899229	755.966570511266	8.04601359976333	0.530581053452506	6.37672103683495e-53	7.40076961044265e-51	classA
WBGene00015713	chrX	3498253	3499452	1200	+	1200	WBGene00015713	C12D12.1	-16.375943	8.50346	6.41093116656204	6.49762595268895	NA	NA	NA	NA	NA	NA	NA	1948.13911505188	8.04180517957614	0.468079203823295	1.01772220394662e-67	2.26836401229648e-65	classC
WBGene00016219	chrIII	119435	120634	1200	+	1200	WBGene00016219	pals-24	18.967676	58.085354	6.91210388928846	7.1286928855185	NA	NA	NA	NA	NA	NA	NA	224.693652948652	8.03367248269971	0.777572385470593	2.15992027796491e-25	7.27915400893536e-24	classC
WBGene00016759	chrIV	6212822	6214021	1200	+	1200	WBGene00016759	C49A9.5	9.72209	26.862919	6.79686802640891	6.7644776646316	NA	NA	NA	NA	NA	NA	NA	188.992633117903	8.02699226311072	0.744823693514349	3.49301450577209e-27	1.30250924935768e-25	classC
WBGene00011181	chrIV	10606030	10607229	1200	+	1200	WBGene00011181	R09H10.3	115.259764	237.076523	7.75973177129202	8.31711370523306	195.292746	237.076523	80.4396297442081	2.96318046956854	2.37488854918539	2.29068611205037	1.90547006291405	966.694802659717	7.98652066671418	0.590924602320573	3.50244736212588e-44	2.85049803156585e-42	classA
WBGene00077684	chrI	13100346	13101545	1200	+	1200	WBGene00077684	Y26D4A.21	39.344621	77.058929	7.13761990806793	7.3121234804401	NA	NA	NA	NA	NA	NA	NA	89.3591365544248	7.98563584745988	1.08849306691116	1.42072811607983e-13	2.45300715394277e-12	classC
WBGene00043983	chrX	7902276	7903475	1200	+	1200	WBGene00043983	C39D10.11	28.387724	66.672157	7.02075177787401	7.21460615455546	NA	NA	NA	NA	NA	NA	NA	1182.38289868912	7.9826988504003	0.485217211080772	7.6562318557504e-63	1.40345169737092e-60	classC
WBGene00013906	chrV	12792766	12793965	1200	-	1200	WBGene00013906	ugt-5	46.044229	97.580566	7.20467840830573	7.48734128952718	NA	NA	NA	NA	NA	NA	NA	2679.04923160744	7.96504319131139	0.684565989035513	4.94617582397615e-33	2.42535731528671e-31	classC
WBGene00206354	chrII	10133945	10135144	1200	+	1200	WBGene00206354	F27E5.9	72.931973	140.587708	7.4462455668117	7.79730550260046	119.691664	140.587708	137.170129451482	3.57760667736254	2.14794735068993	2.07806390475172	2.13725954849343	122.859560849636	7.94515785959694	0.868571630992661	1.61839159511213e-20	4.37233233423268e-19	classA
WBGene00017625	chrX	17694232	17695431	1200	+	1200	WBGene00017625	cgt-2	37.702925	62.794266	7.1207009483076	7.17643903936087	NA	NA	NA	NA	NA	NA	NA	233.854358719614	7.93029636123338	0.871201713582313	3.58862197490874e-20	9.49895160807829e-19	classC
WBGene00018951	chrIII	7314778	7315977	1200	-	1200	WBGene00018951	F56C9.7	24.313211	53.379654	6.97475814550659	7.07934658782361	NA	NA	NA	NA	NA	NA	NA	643.664165132885	7.92949217083618	0.498578047917236	1.6110349038239e-57	2.27329774126632e-55	classC
WBGene00011984	chrX	14533417	14534616	1200	+	1200	WBGene00011984	T24C2.5	-11.906424	-2.67988	6.48478768120035	6.30701881084849	NA	NA	NA	NA	NA	NA	NA	107.582709324612	7.92438344962568	0.935823578232275	2.86003102703992e-17	6.24684282453909e-16	classC
WBGene00016599	chrX	5108506	5109705	1200	+	1200	WBGene00016599	C42D8.1	80.127253	181.098099	7.50457265397882	8.03867480757866	NA	NA	NA	NA	NA	NA	NA	858.732668164451	7.92171051877038	0.417653210691706	2.58760255026155e-81	1.07985609406021e-78	classC
