Gene stable ID,Genome project,Gene name,Transcript biotype
WBGene00000230,caenorhabditis_elegans_prjna13758,atp-3,protein_coding
WBGene00000230,caenorhabditis_elegans_prjna13758,atp-3,protein_coding
WBGene00000231,caenorhabditis_elegans_prjna13758,atx-2,protein_coding
WBGene00000231,caenorhabditis_elegans_prjna13758,atx-2,protein_coding
WBGene00000231,caenorhabditis_elegans_prjna13758,atx-2,protein_coding
WBGene00000231,caenorhabditis_elegans_prjna13758,atx-2,protein_coding
WBGene00000232,caenorhabditis_elegans_prjna13758,avr-14,protein_coding
WBGene00000232,caenorhabditis_elegans_prjna13758,avr-14,protein_coding
WBGene00000232,caenorhabditis_elegans_prjna13758,avr-14,protein_coding
WBGene00000232,caenorhabditis_elegans_prjna13758,avr-14,protein_coding
WBGene00000232,caenorhabditis_elegans_prjna13758,avr-14,protein_coding
WBGene00000233,caenorhabditis_elegans_prjna13758,avr-15,protein_coding
WBGene00000233,caenorhabditis_elegans_prjna13758,avr-15,protein_coding
WBGene00000233,caenorhabditis_elegans_prjna13758,avr-15,protein_coding
WBGene00000235,caenorhabditis_elegans_prjna13758,baf-1,protein_coding
WBGene00000236,caenorhabditis_elegans_prjna13758,bag-1,protein_coding
WBGene00000237,caenorhabditis_elegans_prjna13758,bam-2,protein_coding
WBGene00000238,caenorhabditis_elegans_prjna13758,bar-1,protein_coding
WBGene00000239,caenorhabditis_elegans_prjna13758,bas-1,protein_coding
WBGene00000239,caenorhabditis_elegans_prjna13758,bas-1,protein_coding
WBGene00000240,caenorhabditis_elegans_prjna13758,pah-1,protein_coding
WBGene00000240,caenorhabditis_elegans_prjna13758,pah-1,protein_coding
WBGene00000241,caenorhabditis_elegans_prjna13758,bbs-1,protein_coding
WBGene00000242,caenorhabditis_elegans_prjna13758,bbs-2,protein_coding
WBGene00000244,caenorhabditis_elegans_prjna13758,bbs-8,protein_coding
WBGene00000245,caenorhabditis_elegans_prjna13758,bca-1,protein_coding
WBGene00000246,caenorhabditis_elegans_prjna13758,bcc-1,protein_coding
WBGene00000247,caenorhabditis_elegans_prjna13758,bec-1,protein_coding
WBGene00000247,caenorhabditis_elegans_prjna13758,bec-1,protein_coding
WBGene00000248,caenorhabditis_elegans_prjna13758,ben-1,protein_coding
WBGene00000249,caenorhabditis_elegans_prjna13758,bir-1,protein_coding
WBGene00000249,caenorhabditis_elegans_prjna13758,bir-1,protein_coding
WBGene00000250,caenorhabditis_elegans_prjna13758,bir-2,protein_coding
WBGene00000251,caenorhabditis_elegans_prjna13758,bli-1,protein_coding
WBGene00000252,caenorhabditis_elegans_prjna13758,bli-2,protein_coding
WBGene00000253,caenorhabditis_elegans_prjna13758,bli-3,protein_coding
WBGene00000253,caenorhabditis_elegans_prjna13758,bli-3,protein_coding
WBGene00000254,caenorhabditis_elegans_prjna13758,bli-4,protein_coding
WBGene00000254,caenorhabditis_elegans_prjna13758,bli-4,protein_coding
WBGene00000254,caenorhabditis_elegans_prjna13758,bli-4,protein_coding
WBGene00000254,caenorhabditis_elegans_prjna13758,bli-4,protein_coding
WBGene00000254,caenorhabditis_elegans_prjna13758,bli-4,protein_coding
WBGene00000254,caenorhabditis_elegans_prjna13758,bli-4,protein_coding
WBGene00000254,caenorhabditis_elegans_prjna13758,bli-4,protein_coding
WBGene00000254,caenorhabditis_elegans_prjna13758,bli-4,protein_coding
WBGene00000254,caenorhabditis_elegans_prjna13758,bli-4,protein_coding
WBGene00000254,caenorhabditis_elegans_prjna13758,bli-4,protein_coding
WBGene00000254,caenorhabditis_elegans_prjna13758,bli-4,protein_coding
WBGene00000255,caenorhabditis_elegans_prjna13758,bli-5,protein_coding
WBGene00000256,caenorhabditis_elegans_prjna13758,bli-6,protein_coding
WBGene00000257,caenorhabditis_elegans_prjna13758,bmk-1,protein_coding
WBGene00000257,caenorhabditis_elegans_prjna13758,bmk-1,protein_coding
WBGene00000259,caenorhabditis_elegans_prjna13758,bpl-1,protein_coding
WBGene00000259,caenorhabditis_elegans_prjna13758,bpl-1,protein_coding
WBGene00000259,caenorhabditis_elegans_prjna13758,bpl-1,protein_coding
WBGene00000259,caenorhabditis_elegans_prjna13758,bpl-1,protein_coding
WBGene00000259,caenorhabditis_elegans_prjna13758,bpl-1,protein_coding
WBGene00000259,caenorhabditis_elegans_prjna13758,bpl-1,protein_coding
WBGene00000259,caenorhabditis_elegans_prjna13758,bpl-1,protein_coding
WBGene00000259,caenorhabditis_elegans_prjna13758,bpl-1,protein_coding
WBGene00000262,caenorhabditis_elegans_prjna13758,bra-1,protein_coding
WBGene00000263,caenorhabditis_elegans_prjna13758,F23H11.5,protein_coding
WBGene00000264,caenorhabditis_elegans_prjna13758,brc-1,protein_coding
WBGene00000264,caenorhabditis_elegans_prjna13758,brc-1,protein_coding
WBGene00000264,caenorhabditis_elegans_prjna13758,brc-1,protein_coding
WBGene00000265,caenorhabditis_elegans_prjna13758,brd-1,protein_coding
WBGene00000266,caenorhabditis_elegans_prjna13758,bre-1,protein_coding
WBGene00000266,caenorhabditis_elegans_prjna13758,bre-1,protein_coding
WBGene00000266,caenorhabditis_elegans_prjna13758,bre-1,protein_coding
WBGene00000266,caenorhabditis_elegans_prjna13758,bre-1,protein_coding
WBGene00000266,caenorhabditis_elegans_prjna13758,bre-1,protein_coding
WBGene00000267,caenorhabditis_elegans_prjna13758,bre-2,protein_coding
WBGene00000267,caenorhabditis_elegans_prjna13758,bre-2,protein_coding
WBGene00000267,caenorhabditis_elegans_prjna13758,bre-2,protein_coding
WBGene00000267,caenorhabditis_elegans_prjna13758,bre-2,protein_coding
WBGene00000267,caenorhabditis_elegans_prjna13758,bre-2,protein_coding
WBGene00000268,caenorhabditis_elegans_prjna13758,bre-3,protein_coding
WBGene00000268,caenorhabditis_elegans_prjna13758,bre-3,protein_coding
WBGene00000268,caenorhabditis_elegans_prjna13758,bre-3,protein_coding
WBGene00000268,caenorhabditis_elegans_prjna13758,bre-3,ncRNA
WBGene00000269,caenorhabditis_elegans_prjna13758,bre-4,protein_coding
WBGene00000269,caenorhabditis_elegans_prjna13758,bre-4,protein_coding
WBGene00000269,caenorhabditis_elegans_prjna13758,bre-4,protein_coding
WBGene00000270,caenorhabditis_elegans_prjna13758,bre-5,protein_coding
WBGene00000270,caenorhabditis_elegans_prjna13758,bre-5,protein_coding
WBGene00000271,caenorhabditis_elegans_prjna13758,brf-1,protein_coding
WBGene00000271,caenorhabditis_elegans_prjna13758,brf-1,protein_coding
WBGene00000272,caenorhabditis_elegans_prjna13758,bro-1,protein_coding
WBGene00000273,caenorhabditis_elegans_prjna13758,brp-1,protein_coding
WBGene00000273,caenorhabditis_elegans_prjna13758,brp-1,protein_coding
WBGene00000274,caenorhabditis_elegans_prjna13758,btf-1,protein_coding
WBGene00000275,caenorhabditis_elegans_prjna13758,bub-1,protein_coding
WBGene00000276,caenorhabditis_elegans_prjna13758,byn-1,protein_coding
WBGene00000277,caenorhabditis_elegans_prjna13758,cab-1,protein_coding
WBGene00000277,caenorhabditis_elegans_prjna13758,cab-1,protein_coding
WBGene00000279,caenorhabditis_elegans_prjna13758,cah-1,protein_coding
WBGene00000279,caenorhabditis_elegans_prjna13758,cah-1,protein_coding
WBGene00000280,caenorhabditis_elegans_prjna13758,cah-2,protein_coding
WBGene00000281,caenorhabditis_elegans_prjna13758,cah-3,protein_coding
WBGene00000282,caenorhabditis_elegans_prjna13758,cah-4,protein_coding
WBGene00000282,caenorhabditis_elegans_prjna13758,cah-4,protein_coding
WBGene00000283,caenorhabditis_elegans_prjna13758,cah-5,protein_coding
WBGene00000284,caenorhabditis_elegans_prjna13758,cah-6,protein_coding
WBGene00000284,caenorhabditis_elegans_prjna13758,cah-6,protein_coding
WBGene00000285,caenorhabditis_elegans_prjna13758,cal-1,protein_coding
WBGene00000285,caenorhabditis_elegans_prjna13758,cal-1,protein_coding
WBGene00000286,caenorhabditis_elegans_prjna13758,cal-2,protein_coding
WBGene00000287,caenorhabditis_elegans_prjna13758,cal-3,protein_coding
WBGene00000287,caenorhabditis_elegans_prjna13758,cal-3,protein_coding
WBGene00000288,caenorhabditis_elegans_prjna13758,cal-4,protein_coding
WBGene00000288,caenorhabditis_elegans_prjna13758,cal-4,protein_coding
WBGene00000288,caenorhabditis_elegans_prjna13758,cal-4,protein_coding
WBGene00000288,caenorhabditis_elegans_prjna13758,cal-4,protein_coding
WBGene00000289,caenorhabditis_elegans_prjna13758,cam-1,protein_coding
WBGene00000289,caenorhabditis_elegans_prjna13758,cam-1,protein_coding
WBGene00000289,caenorhabditis_elegans_prjna13758,cam-1,protein_coding
WBGene00000289,caenorhabditis_elegans_prjna13758,cam-1,protein_coding
WBGene00000292,caenorhabditis_elegans_prjna13758,cap-1,protein_coding
WBGene00000293,caenorhabditis_elegans_prjna13758,cap-2,protein_coding
WBGene00000294,caenorhabditis_elegans_prjna13758,cas-1,protein_coding
WBGene00000294,caenorhabditis_elegans_prjna13758,cas-1,protein_coding
WBGene00000295,caenorhabditis_elegans_prjna13758,cat-1,protein_coding
WBGene00000295,caenorhabditis_elegans_prjna13758,cat-1,protein_coding
WBGene00000296,caenorhabditis_elegans_prjna13758,cat-2,protein_coding
WBGene00000296,caenorhabditis_elegans_prjna13758,cat-2,protein_coding
WBGene00000296,caenorhabditis_elegans_prjna13758,cat-2,protein_coding
WBGene00000298,caenorhabditis_elegans_prjna13758,cat-4,protein_coding
WBGene00000301,caenorhabditis_elegans_prjna13758,cav-1,protein_coding
WBGene00000301,caenorhabditis_elegans_prjna13758,cav-1,protein_coding
WBGene00000302,caenorhabditis_elegans_prjna13758,cav-2,protein_coding
WBGene00000302,caenorhabditis_elegans_prjna13758,cav-2,protein_coding
WBGene00000302,caenorhabditis_elegans_prjna13758,cav-2,protein_coding
WBGene00000302,caenorhabditis_elegans_prjna13758,cav-2,protein_coding
WBGene00000308,caenorhabditis_elegans_prjna13758,C04A11.t1,tRNA
WBGene00000310,caenorhabditis_elegans_prjna13758,C05C9.t1,tRNA
WBGene00000311,caenorhabditis_elegans_prjna13758,C05C9.t2,tRNA
WBGene00000366,caenorhabditis_elegans_prjna13758,cbp-1,protein_coding
WBGene00000366,caenorhabditis_elegans_prjna13758,cbp-1,protein_coding
WBGene00000366,caenorhabditis_elegans_prjna13758,cbp-1,protein_coding
WBGene00000366,caenorhabditis_elegans_prjna13758,cbp-1,protein_coding
WBGene00000367,caenorhabditis_elegans_prjna13758,cca-1,protein_coding
WBGene00000367,caenorhabditis_elegans_prjna13758,cca-1,protein_coding
WBGene00000367,caenorhabditis_elegans_prjna13758,cca-1,protein_coding
WBGene00000367,caenorhabditis_elegans_prjna13758,cca-1,protein_coding
WBGene00000367,caenorhabditis_elegans_prjna13758,cca-1,protein_coding
WBGene00000367,caenorhabditis_elegans_prjna13758,cca-1,protein_coding
WBGene00000367,caenorhabditis_elegans_prjna13758,cca-1,protein_coding
WBGene00000368,caenorhabditis_elegans_prjna13758,ccb-1,protein_coding
WBGene00000369,caenorhabditis_elegans_prjna13758,ccf-1,protein_coding
WBGene00000370,caenorhabditis_elegans_prjna13758,ccg-1,protein_coding
WBGene00000371,caenorhabditis_elegans_prjna13758,cox-5B,protein_coding
WBGene00000371,caenorhabditis_elegans_prjna13758,cox-5B,protein_coding
WBGene00000372,caenorhabditis_elegans_prjna13758,cyp-13A7,protein_coding
WBGene00000373,caenorhabditis_elegans_prjna13758,cyp-14A5,protein_coding
WBGene00000374,caenorhabditis_elegans_prjna13758,cyp-31A1,pseudogene
WBGene00000375,caenorhabditis_elegans_prjna13758,cyp-44A1,protein_coding
WBGene00000376,caenorhabditis_elegans_prjna13758,ccr-4,protein_coding
WBGene00000376,caenorhabditis_elegans_prjna13758,ccr-4,protein_coding
WBGene00000376,caenorhabditis_elegans_prjna13758,ccr-4,protein_coding
WBGene00000376,caenorhabditis_elegans_prjna13758,ccr-4,protein_coding
WBGene00000376,caenorhabditis_elegans_prjna13758,ccr-4,protein_coding
WBGene00000376,caenorhabditis_elegans_prjna13758,ccr-4,protein_coding
WBGene00000377,caenorhabditis_elegans_prjna13758,cct-1,protein_coding
WBGene00000378,caenorhabditis_elegans_prjna13758,cct-2,protein_coding
WBGene00000379,caenorhabditis_elegans_prjna13758,cct-4,protein_coding
WBGene00000379,caenorhabditis_elegans_prjna13758,cct-4,protein_coding
WBGene00000380,caenorhabditis_elegans_prjna13758,cct-5,protein_coding
WBGene00000381,caenorhabditis_elegans_prjna13758,cct-6,protein_coding
WBGene00000381,caenorhabditis_elegans_prjna13758,cct-6,protein_coding
WBGene00000381,caenorhabditis_elegans_prjna13758,cct-6,protein_coding
WBGene00000382,caenorhabditis_elegans_prjna13758,cdc-6,protein_coding
WBGene00000383,caenorhabditis_elegans_prjna13758,cdc-14,protein_coding
WBGene00000383,caenorhabditis_elegans_prjna13758,cdc-14,protein_coding
WBGene00000383,caenorhabditis_elegans_prjna13758,cdc-14,protein_coding
WBGene00000383,caenorhabditis_elegans_prjna13758,cdc-14,protein_coding
WBGene00000383,caenorhabditis_elegans_prjna13758,cdc-14,protein_coding
WBGene00000383,caenorhabditis_elegans_prjna13758,cdc-14,protein_coding
WBGene00000386,caenorhabditis_elegans_prjna13758,cdc-25.1,protein_coding
WBGene00000387,caenorhabditis_elegans_prjna13758,cdc-25.2,protein_coding
WBGene00000387,caenorhabditis_elegans_prjna13758,cdc-25.2,protein_coding
WBGene00000387,caenorhabditis_elegans_prjna13758,cdc-25.2,protein_coding
WBGene00000387,caenorhabditis_elegans_prjna13758,cdc-25.2,ncRNA
WBGene00000388,caenorhabditis_elegans_prjna13758,cdc-25.3,protein_coding
WBGene00000389,caenorhabditis_elegans_prjna13758,cdc-25.4,protein_coding
WBGene00000390,caenorhabditis_elegans_prjna13758,cdc-42,protein_coding
WBGene00000391,caenorhabditis_elegans_prjna13758,cdd-1,protein_coding
WBGene00000392,caenorhabditis_elegans_prjna13758,cdd-2,protein_coding
WBGene00000393,caenorhabditis_elegans_prjna13758,cdf-1,protein_coding
WBGene00000393,caenorhabditis_elegans_prjna13758,cdf-1,protein_coding
WBGene00000393,caenorhabditis_elegans_prjna13758,cdf-1,protein_coding
WBGene00000393,caenorhabditis_elegans_prjna13758,cdf-1,protein_coding
WBGene00000393,caenorhabditis_elegans_prjna13758,cdf-1,protein_coding
WBGene00000395,caenorhabditis_elegans_prjna13758,cdh-3,protein_coding
WBGene00000396,caenorhabditis_elegans_prjna13758,cdh-4,protein_coding
WBGene00000397,caenorhabditis_elegans_prjna13758,cdh-5,protein_coding
WBGene00000397,caenorhabditis_elegans_prjna13758,cdh-5,protein_coding
WBGene00000397,caenorhabditis_elegans_prjna13758,cdh-5,protein_coding
WBGene00000397,caenorhabditis_elegans_prjna13758,cdh-5,protein_coding
WBGene00000399,caenorhabditis_elegans_prjna13758,cdh-7,protein_coding
WBGene00000401,caenorhabditis_elegans_prjna13758,cdh-9,protein_coding
WBGene00000402,caenorhabditis_elegans_prjna13758,cdh-10,protein_coding
WBGene00000403,caenorhabditis_elegans_prjna13758,casy-1,protein_coding
WBGene00000403,caenorhabditis_elegans_prjna13758,casy-1,protein_coding
WBGene00000403,caenorhabditis_elegans_prjna13758,casy-1,protein_coding
WBGene00000405,caenorhabditis_elegans_prjna13758,cdk-1,protein_coding
WBGene00000406,caenorhabditis_elegans_prjna13758,cdk-4,protein_coding
WBGene00000407,caenorhabditis_elegans_prjna13758,cdk-5,protein_coding
WBGene00000408,caenorhabditis_elegans_prjna13758,cdk-7,protein_coding
WBGene00000408,caenorhabditis_elegans_prjna13758,cdk-7,protein_coding
WBGene00000408,caenorhabditis_elegans_prjna13758,cdk-7,protein_coding
WBGene00000409,caenorhabditis_elegans_prjna13758,cdk-8,protein_coding
WBGene00000410,caenorhabditis_elegans_prjna13758,cdk-9,protein_coding
WBGene00000410,caenorhabditis_elegans_prjna13758,cdk-9,protein_coding
WBGene00000411,caenorhabditis_elegans_prjna13758,cdl-1,protein_coding
WBGene00000412,caenorhabditis_elegans_prjna13758,cdr-1,protein_coding
WBGene00000413,caenorhabditis_elegans_prjna13758,cdt-1,protein_coding
WBGene00000414,caenorhabditis_elegans_prjna13758,cec-1,protein_coding
WBGene00000415,caenorhabditis_elegans_prjna13758,ced-1,protein_coding
WBGene00000415,caenorhabditis_elegans_prjna13758,ced-1,protein_coding
WBGene00000415,caenorhabditis_elegans_prjna13758,ced-1,protein_coding
WBGene00000415,caenorhabditis_elegans_prjna13758,ced-1,protein_coding
WBGene00000416,caenorhabditis_elegans_prjna13758,ced-2,protein_coding
WBGene00000416,caenorhabditis_elegans_prjna13758,ced-2,protein_coding
WBGene00000416,caenorhabditis_elegans_prjna13758,ced-2,protein_coding
WBGene00000417,caenorhabditis_elegans_prjna13758,ced-3,protein_coding
WBGene00000417,caenorhabditis_elegans_prjna13758,ced-3,protein_coding
WBGene00000418,caenorhabditis_elegans_prjna13758,ced-4,protein_coding
WBGene00000418,caenorhabditis_elegans_prjna13758,ced-4,protein_coding
WBGene00000419,caenorhabditis_elegans_prjna13758,ced-5,protein_coding
WBGene00000420,caenorhabditis_elegans_prjna13758,ced-6,protein_coding
WBGene00000421,caenorhabditis_elegans_prjna13758,ced-7,protein_coding
WBGene00000421,caenorhabditis_elegans_prjna13758,ced-7,protein_coding
WBGene00000421,caenorhabditis_elegans_prjna13758,ced-7,protein_coding
WBGene00000421,caenorhabditis_elegans_prjna13758,ced-7,protein_coding
WBGene00000421,caenorhabditis_elegans_prjna13758,ced-7,protein_coding
WBGene00000422,caenorhabditis_elegans_prjna13758,ced-8,protein_coding
WBGene00000423,caenorhabditis_elegans_prjna13758,ced-9,protein_coding
WBGene00000424,caenorhabditis_elegans_prjna13758,ced-10,protein_coding
WBGene00000424,caenorhabditis_elegans_prjna13758,ced-10,protein_coding
WBGene00000425,caenorhabditis_elegans_prjna13758,ced-11,protein_coding
WBGene00000426,caenorhabditis_elegans_prjna13758,ced-12,protein_coding
WBGene00000426,caenorhabditis_elegans_prjna13758,ced-12,protein_coding
WBGene00000427,caenorhabditis_elegans_prjna13758,ced-13,protein_coding
WBGene00000428,caenorhabditis_elegans_prjna13758,ceh-1,protein_coding
WBGene00000429,caenorhabditis_elegans_prjna13758,ceh-2,protein_coding
WBGene00000430,caenorhabditis_elegans_prjna13758,ceh-5,protein_coding
WBGene00000431,caenorhabditis_elegans_prjna13758,ceh-6,protein_coding
WBGene00000432,caenorhabditis_elegans_prjna13758,ceh-7,protein_coding
WBGene00000433,caenorhabditis_elegans_prjna13758,ceh-8,protein_coding
WBGene00000433,caenorhabditis_elegans_prjna13758,ceh-8,protein_coding
WBGene00000433,caenorhabditis_elegans_prjna13758,ceh-8,protein_coding
WBGene00000434,caenorhabditis_elegans_prjna13758,ceh-9,protein_coding
WBGene00000435,caenorhabditis_elegans_prjna13758,ceh-10,protein_coding
WBGene00000436,caenorhabditis_elegans_prjna13758,ceh-12,protein_coding
WBGene00000436,caenorhabditis_elegans_prjna13758,ceh-12,protein_coding
WBGene00000437,caenorhabditis_elegans_prjna13758,ceh-13,protein_coding
WBGene00000438,caenorhabditis_elegans_prjna13758,ceh-14,protein_coding
WBGene00000439,caenorhabditis_elegans_prjna13758,ceh-16,protein_coding
WBGene00000439,caenorhabditis_elegans_prjna13758,ceh-16,protein_coding
WBGene00000440,caenorhabditis_elegans_prjna13758,ceh-17,protein_coding
WBGene00000441,caenorhabditis_elegans_prjna13758,ceh-18,protein_coding
WBGene00000442,caenorhabditis_elegans_prjna13758,ceh-19,protein_coding
WBGene00000442,caenorhabditis_elegans_prjna13758,ceh-19,protein_coding
WBGene00000443,caenorhabditis_elegans_prjna13758,ceh-20,protein_coding
WBGene00000444,caenorhabditis_elegans_prjna13758,ceh-21,protein_coding
WBGene00000445,caenorhabditis_elegans_prjna13758,ceh-22,protein_coding
WBGene00000445,caenorhabditis_elegans_prjna13758,ceh-22,protein_coding
