Geneid	Chr	Start	End	Strand	Length	elt2D_sorted_1	elt2D_sorted_2	elt2D_sorted_3	elt2D_sorted_4	elt2Delt7D_sorted_1	elt2Delt7D_sorted_2	elt2Delt7D_sorted_3	wt_sorted_1	wt_sorted_2	wt_sorted_3	wt_sorted_4	elt7D_sorted_1	elt7D_sorted_2	elt7D_sorted_3
WBGene00003947	IV	1709734	1709745	-	12	5	4	2	5	4	7	3	1	1	5	2	2	4	5
WBGene00019537	IV	1710265	1710266	+	2	14	22	24	12	16	19	29	14	10	6	22	17	19	15
WBGene00019540	IV	1720790	1720876	+	87	99	166	163	196	188	177	122	283	264	526	313	337	306	361
WBGene00195004	IV	1726145	1726203	+	59	0	0	2	0	1	0	0	1	0	0	0	0	0	0
WBGene00021507	IV	1737866	1737884	-	19	12	14	11	9	8	14	12	3	7	4	11	10	4	18
WBGene00021508	IV;IV;IV;IV	1743955;1743955;1745504;1745504	1744302;1744302;1745531;1745587	-;-;-;-	432	34	33	30	27	27	34	31	14	13	11	13	16	13	11
WBGene00021506	IV;IV;IV;IV;IV;IV;IV	1745875;1745954;1745954;1746001;1746001;1746088;1746166	1746072;1746002;1746002;1746002;1746002;1746110;1746261	+;+;+;+;+;+;+	317	98	186	106	111	103	84	70	55	41	38	59	43	53	57
WBGene00021509	IV	1761569	1761647	-	79	4	9	2	6	4	2	4	7	3	6	9	7	8	3
WBGene00021505	IV	1753824	1753860	+	37	0	1	2	1	1	1	0	0	2	0	0	2	2	0
WBGene00021504	IV	1772144	1772202	+	59	0	4	0	0	1	0	2	0	0	0	0	0	0	0
WBGene00004913	IV;IV	1808494;1815097	1808499;1815099	-;-	9	8	15	6	4	15	13	1	2	7	8	8	10	8	8
WBGene00000683	IV	1820251	1820253	-	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00195012	IV	1821817	1821849	+	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00000553	IV	1824481	1824527	+	47	5	11	7	10	7	9	8	6	6	6	4	10	13	15
WBGene00019462	IV	1834628	1834630	+	3	1	0	1	0	0	0	0	0	0	0	0	0	0	0
WBGene00001173	IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV	1847968;1847968;1847968;1847968;1849580;1849580;1854230;1854230;1858455;1858524;1858524;1862678;1864120;1865373;1870994;1870996;1870996;1871764;1871764;1871764;1873310;1873310	1848070;1848070;1848070;1848070;1849664;1849664;1854446;1854446;1858556;1858556;1858556;1862918;1864286;1865469;1871010;1871270;1871270;1871827;1871827;1871827;1873437;1873437	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1481	971	1568	1073	1062	1079	1173	1136	906	843	940	887	900	930	896
WBGene00001186	IV;IV;IV;IV	1902323;1913454;1913454;1913454	1902361;1913471;1913471;1913471	+;+;+;+	57	0	8	3	2	5	6	8	3	4	4	7	8	7	8
WBGene00001253	IV	1917854	1917976	+	123	1	0	1	1	0	0	1	1	1	1	1	2	0	0
WBGene00018681	IV;IV;IV;IV;IV;IV;IV;IV	1923939;1923939;1923939;1923939;1924001;1924001;1924001;1924001	1924007;1924007;1924007;1924007;1924007;1924007;1924007;1924007	+;+;+;+;+;+;+;+	69	0	0	0	0	1	1	0	0	0	1	1	0	0	0
WBGene00018680	IV	1948191	1948197	+	7	0	1	1	1	1	0	0	0	1	0	0	4	1	0
WBGene00018679	IV	1953579	1953595	+	17	2	6	1	1	0	5	4	3	4	0	5	2	2	0
WBGene00138717	IV	1956711	1956724	+	14	4	0	2	3	2	2	7	2	1	0	0	8	3	4
WBGene00018678	IV;IV;IV;IV	1959854;1959854;1960086;1960546	1959856;1959976;1960205;1960696	+;+;+;+	394	19	47	19	28	26	34	57	21	14	15	17	32	26	28
WBGene00006738	IV;IV;IV	1963191;1963634;1963636	1963196;1963663;1963663	+;+;+	36	11	19	14	12	4	13	5	11	10	10	11	8	13	12
WBGene00044466	IV;IV;IV	1969737;1969774;1969944	1969738;1969781;1970108	+;+;+	175	16	30	25	19	23	29	23	19	19	13	13	22	30	26
WBGene00022298	IV;IV;IV;IV	1971162;1971979;1972138;1972892	1971182;1972017;1972379;1972977	-;-;-;-	388	2	2	0	1	1	4	1	0	0	0	2	0	0	0
WBGene00022297	IV	1973702	1973707	+	6	6	6	1	1	3	4	1	0	1	3	2	0	5	1
WBGene00022300	IV;IV	1981406;1981408	1981445;1981445	+;+	40	4	7	4	7	3	1	2	1	2	6	5	3	2	5
WBGene00022296	IV	1993089	1993090	+	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00022301	IV	2032993	2032998	-	6	1	0	0	0	1	0	0	0	0	0	0	0	1	0
WBGene00022303	IV	2035824	2035986	-	163	2	3	1	0	2	1	4	0	2	1	1	5	3	6
WBGene00022295	IV	2037191	2037244	+	54	1	0	0	0	0	1	1	0	0	0	0	1	0	0
WBGene00044467	IV	2055766	2055859	+	94	72	107	77	71	76	64	70	84	66	85	83	60	63	61
WBGene00019873	IV	2066200	2066273	+	74	2	2	2	2	1	2	2	4	0	2	0	5	0	0
WBGene00019875	IV	2084034	2084050	+	17	8	6	8	2	7	8	3	5	8	2	6	6	7	12
WBGene00044649	IV	2099810	2099890	-	81	0	0	0	0	0	0	0	0	0	0	3	0	0	0
WBGene00219423	IV	2102860	2102893	-	34	0	0	0	0	0	0	0	0	0	0	0	0	1	0
WBGene00016027	IV;IV;IV;IV;IV	2113355;2113355;2113355;2113355;2113355	2113422;2113422;2113422;2113422;2113422	-;-;-;-;-	68	1	0	0	0	0	1	0	5	3	5	4	1	1	0
WBGene00016025	IV	2114626	2114672	+	47	1	1	1	1	0	0	0	0	1	1	3	1	0	0
WBGene00001729	IV	2128804	2128852	-	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00016023	IV	2130965	2131019	+	55	0	4	0	1	0	7	1	2	2	0	1	4	3	1
WBGene00016918	IV;IV;IV;IV;IV;IV	2136895;2136895;2136957;2137918;2138141;2143774	2136961;2136961;2136961;2137956;2138239;2143808	+;+;+;+;+;+	240	154	234	176	169	199	174	162	145	161	157	143	179	172	144
WBGene00016920	IV	2149297	2149297	-	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0
WBGene00001557	IV	2159114	2159162	-	49	1	1	0	1	2	1	0	0	2	0	0	1	0	0
WBGene00016919	IV;IV	2164871;2168496	2164872;2168626	-;-	133	7	16	2	6	20	24	13	9	7	8	3	12	9	10
WBGene00022134	IV;IV	2177900;2177907	2177929;2177929	+;+	30	6	6	4	9	3	13	4	6	4	5	4	6	8	6
WBGene00044650	IV	2199041	2199078	+	38	14	17	13	7	18	26	5	19	14	9	6	6	8	5
WBGene00235277	IV	2216809	2216861	-	53	1	2	1	0	2	2	1	0	0	0	0	0	2	0
WBGene00020208	IV;IV;IV;IV;IV;IV	2222828;2222830;2222830;2222956;2222956;2223715	2222905;2222905;2222905;2222964;2222964;2223847	+;+;+;+;+;+	220	105	185	118	147	111	106	149	105	105	99	81	123	108	94
WBGene00019785	IV;IV	2241563;2242394	2241618;2242449	-;-	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00019783	IV;IV	2245874;2245874	2245896;2245896	+;+	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00019786	IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV	2253302;2253302;2253302;2253941;2253941;2253941;2254201;2254201;2254267;2254359;2254875;2254879;2255257;2255257;2257065;2257065;2257487;2258653;2263661	2253439;2253439;2253439;2254021;2254022;2254022;2254331;2254333;2254290;2254362;2254991;2254991;2255433;2255433;2257137;2257331;2257612;2258932;2263704	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1368	101	119	77	75	107	118	82	78	67	80	81	49	54	53
WBGene00019787	IV	2275610	2275622	-	13	0	1	0	0	1	1	0	2	0	1	0	0	0	0
WBGene00002990	IV;IV;IV;IV;IV	2279174;2279174;2300130;2300261;2300287	2279181;2279181;2300213;2300285;2300351	-;-;-;-;-	182	8	13	11	10	18	21	29	9	4	7	10	16	5	10
WBGene00006920	IV;IV	2314535;2314535	2314567;2314567	-;-	33	26	61	50	32	16	31	39	18	17	7	6	42	49	46
WBGene00006912	IV;IV	2315946;2315946	2315990;2315988	-;-	45	34	41	41	31	33	32	38	25	19	18	17	46	51	40
WBGene00219413	IV	2317797	2317857	+	61	2	3	2	1	1	1	0	0	0	0	0	0	0	0
WBGene00021415	IV;IV	2324058;2324058	2324063;2324063	+;+	6	0	1	5	3	0	5	12	7	1	8	1	6	5	6
WBGene00021417	IV	2329613	2329640	-	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00021425	IV;IV	2348912;2348912	2348912;2348912	-;-	1	0	2	2	0	1	0	3	0	0	0	0	0	0	1
WBGene00021421	IV;IV	2384013;2384013	2384020;2384020	+;+	8	4	5	2	2	4	1	6	2	5	4	5	3	2	4
WBGene00021427	IV	2388672	2388675	-	4	3	0	4	1	4	0	3	3	1	1	2	4	7	3
WBGene00021420	IV	2389445	2389458	+	14	13	15	16	10	13	17	22	6	1	3	0	3	3	3
WBGene00021430	IV	2402870	2403143	-	274	6	6	13	3	3	8	2	7	5	6	5	14	4	5
WBGene00016671	IV	2432993	2432999	+	7	0	1	1	0	3	3	0	1	2	1	1	1	1	1
WBGene00000402	IV;IV	2463366;2463366	2463369;2463405	-;-	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00235340	IV;IV;IV;IV	2444341;2444341;2446660;2451277	2444345;2444345;2446692;2451333	-;-;-;-	95	3	4	3	1	2	4	0	1	0	0	2	3	3	7
WBGene00016670	IV	2464456	2464484	+	29	0	0	0	0	0	0	0	1	0	0	0	0	0	0
WBGene00016668	IV;IV	2470414;2470558	2470511;2470668	+;+	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00044468	IV	2482255	2482256	+	2	25	22	22	24	31	24	5	16	8	17	11	9	9	7
WBGene00022090	IV;IV	2488820;2488820	2488849;2488849	+;+	30	0	0	0	0	0	0	0	0	0	2	0	0	0	0
WBGene00022092	IV	2495168	2495174	-	7	3	2	1	4	2	2	1	3	1	5	4	0	2	0
WBGene00022089	IV;IV;IV	2495735;2495742;2495742	2495748;2495748;2495748	+;+;+	14	46	95	76	43	31	47	38	19	23	26	15	39	47	40
WBGene00022087	IV;IV;IV;IV	2497801;2504327;2518838;2526591	2497816;2504338;2518857;2526696	+;+;+;+	154	29	31	29	27	29	28	19	18	10	19	7	16	25	11
WBGene00022093	IV	2507887	2507924	-	38	1	3	1	2	2	0	0	3	1	4	0	3	1	1
WBGene00022094	IV	2551643	2551697	-	55	0	1	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00235288	IV	2561658	2561696	+	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00235294	IV;IV	2597574;2597690	2597632;2597716	+;+	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00022078	IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV	2601141;2601174;2601174;2601311;2601311;2601312;2601312;2603212;2603213;2603214;2603214;2603214;2603214;2604831;2604831;2604834	2601149;2601180;2601180;2601389;2601389;2601389;2601389;2603243;2603293;2603297;2603243;2603297;2603243;2604857;2604857;2604857	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	208	230	286	242	174	228	218	190	180	162	158	174	260	195	249
WBGene00022077	IV	2608051	2608060	+	10	5	9	9	5	5	5	1	2	5	1	3	5	4	8
WBGene00022101	IV;IV;IV;IV;IV;IV	2610408;2610828;2611199;2611236;2611236;2611280	2610435;2610843;2611379;2611258;2611379;2611379	+;+;+;+;+;+	225	3	11	4	4	3	10	8	2	4	1	0	1	1	1
WBGene00022099	IV	2613058	2613061	-	4	2	0	0	0	2	0	3	0	0	0	0	2	2	0
WBGene00022076	IV	2614200	2614201	+	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00004878	IV	2619875	2619890	+	16	0	0	0	2	0	0	0	0	1	0	1	1	2	0
WBGene00003595	IV	2628215	2628271	-	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00003161	IV;IV;IV;IV;IV;IV;IV;IV	2640772;2641011;2641011;2641011;2641011;2641011;2641071;2641071	2640790;2641024;2641088;2641024;2641024;2641028;2641117;2641117	-;-;-;-;-;-;-;-	126	5	10	4	2	11	10	5	4	4	1	8	8	5	3
WBGene00022075	IV	2641310	2641311	+	2	0	0	0	1	1	0	0	0	0	0	0	0	0	2
WBGene00004367	IV;IV;IV	2642979;2642979;2642979	2642986;2642986;2642986	+;+;+	8	4	4	2	3	1	3	2	4	3	1	0	4	2	0
WBGene00022100	IV	2663967	2664003	-	37	5	5	4	3	3	3	0	5	1	6	4	4	1	0
WBGene00022074	IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV	2667050;2667050;2667050;2667139;2667356;2667561;2667741;2668815;2668821;2668936;2669269;2670089;2670112	2667064;2667088;2667064;2667249;2667502;2667637;2667858;2668862;2668892;2669161;2669446;2670527;2670167	+;+;+;+;+;+;+;+;+;+;+;+;+	1413	246	413	283	279	274	287	310	214	206	237	218	195	175	199
WBGene00022377	IV	2674735	2675015	-	281	7	12	5	8	0	1	1	0	0	0	2	0	1	0
WBGene00022376	IV	2676512	2676552	+	41	1	3	5	3	4	7	3	3	0	2	3	4	2	3
WBGene00044651	IV;IV;IV;IV;IV	2680360;2683009;2684753;2686522;2688767	2680447;2683104;2685010;2686650;2688808	-;-;-;-;-	613	87	133	65	88	104	99	75	85	98	82	87	71	93	69
WBGene00022378	IV	2703971	2703977	-	7	1	0	1	0	0	2	0	0	0	1	1	4	0	0
WBGene00006705	IV	2707232	2707238	-	7	19	49	27	28	15	39	42	14	19	21	14	15	14	19
WBGene00022382	IV	2710667	2711374	-	708	23	25	19	45	25	13	8	4	4	1	3	1	1	2
WBGene00050885	IV;IV;IV	2712612;2713032;2713032	2712625;2713035;2713035	-;-;-	18	7	8	5	5	7	5	1	3	3	4	2	7	9	6
WBGene00022379	IV	2716572	2716574	-	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00022381	IV;IV;IV;IV	2720697;2725293;2725820;2725820	2720712;2725318;2725858;2725858	-;-;-;-	81	64	93	56	62	68	81	78	32	22	35	30	32	24	47
WBGene00022375	IV	2730252	2730291	+	40	0	0	0	0	0	0	0	0	0	2	0	1	1	0
WBGene00044485	IV	2751868	2751881	+	14	3	3	1	0	1	0	0	6	4	3	3	3	3	4
WBGene00021876	IV;IV	2766510;2771736	2766715;2771790	-;-	261	222	355	221	220	287	261	342	220	209	197	258	368	289	295
WBGene00021877	IV	2782825	2782843	-	19	0	1	0	1	1	0	4	1	0	0	2	1	0	0
WBGene00219424	IV;IV	2778141;2778290	2778236;2778342	+;+	149	0	2	0	0	0	2	1	0	0	0	2	1	1	1
WBGene00021868	IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV	2788692;2788692;2788736;2788826;2789757;2789757;2790490;2790492;2791568;2791624;2791624;2792269;2792269;2792269;2792351;2793346;2793348;2793348;2793350;2794476;2795652;2795654	2788700;2788700;2788898;2788898;2789857;2789865;2790634;2790634;2791728;2791728;2791728;2792469;2792469;2792470;2792442;2793428;2793428;2793428;2793428;2794743;2795707;2795707	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1196	610	886	651	602	556	563	429	425	369	431	378	360	333	301
WBGene00045397	IV	2798477	2798573	-	97	15	27	15	14	9	5	3	17	13	17	18	13	9	6
WBGene00021875	IV;IV;IV	2799689;2799939;2800351	2799719;2800298;2800521	+;+;+	562	218	358	117	192	294	255	195	232	376	285	375	253	218	436
WBGene00021894	IV;IV;IV;IV	2803589;2803952;2803964;2804006	2803951;2803967;2804007;2804007	+;+;+;+	419	4	1	0	2	0	1	1	0	1	6	0	0	1	0
WBGene00044488	IV;IV;IV	2805839;2805857;2807869	2805872;2805872;2807938	+;+;+	104	0	3	2	6	0	2	1	8	4	11	7	5	1	1
WBGene00235268	IV	2809410	2809492	+	83	0	0	2	0	0	0	0	0	0	0	0	0	0	0
WBGene00021878	IV	2819642	2819733	-	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00023484	IV	2820708	2820729	+	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00043062	IV;IV;IV	2823746;2824254;2824941	2823805;2824306;2825375	+;+;+	548	3	10	2	2	0	1	0	12	16	16	19	10	11	8
WBGene00044491	IV	2832675	2832687	-	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00044489	IV	2832877	2832905	+	29	0	0	0	0	0	0	1	1	0	0	0	0	0	0
WBGene00021873	IV;IV;IV	2835664;2835714;2835818	2835679;2835771;2835827	+;+;+	84	2	0	2	0	4	5	4	7	5	9	1	7	10	5
WBGene00043702	IV	2838608	2838705	+	98	1	0	0	1	1	1	0	3	11	0	2	2	3	5
WBGene00021879	IV;IV	2840686;2841339	2840781;2841434	-;-	192	41	59	51	30	1	4	1	29	16	23	20	18	8	7
WBGene00021895	IV;IV	2842474;2842474	2842474;2842474	+;+	1	7	8	3	6	0	1	0	2	3	11	0	5	7	6
WBGene00021880	IV	2843960	2844007	-	48	0	0	1	0	0	0	0	1	0	0	0	0	0	1
WBGene00044495	IV	2846476	2846543	+	68	4	1	0	0	1	0	0	2	2	2	1	3	0	2
WBGene00044492	IV;IV	2852866;2854222	2852957;2854293	-;-	164	11	14	9	5	1	5	5	12	3	1	10	6	3	5
WBGene00021872	IV;IV;IV;IV;IV;IV;IV;IV	2854339;2854406;2854498;2854525;2854576;2854686;2854687;2854687	2854389;2854475;2854640;2854633;2854639;2854781;2854781;2854781	+;+;+;+;+;+;+;+	360	44	61	43	37	19	19	13	100	147	53	84	105	68	82
WBGene00021881	IV	2857116	2857133	-	18	3	5	0	5	5	2	2	3	3	2	1	2	1	5
WBGene00021882	IV;IV;IV;IV;IV;IV;IV;IV	2882304;2882304;2882304;2882304;2885257;2885257;2890400;2890400	2882341;2882347;2882341;2882347;2885292;2885337;2890449;2890449	-;-;-;-;-;-;-;-	175	15	25	15	13	28	15	26	20	15	17	7	11	10	16
WBGene00021871	IV;IV	2887025;2887404	2887051;2887417	+;+	41	0	0	0	0	0	0	0	1	0	0	2	0	2	0
WBGene00235102	IV	2890888	2890926	+	39	21	35	25	29	19	22	15	13	14	9	8	16	20	11
WBGene00021883	IV	2892489	2892495	-	7	21	28	25	18	18	28	25	9	13	5	18	16	11	14
WBGene00021884	IV	2894709	2894730	-	22	0	1	0	1	0	0	2	0	1	0	1	0	0	2
WBGene00021898	IV;IV;IV;IV;IV;IV;IV;IV;IV;IV	2897694;2897696;2897696;2897696;2900873;2900873;2900899;2900899;2901144;2901144	2897802;2897802;2897802;2897802;2901192;2901097;2901192;2901097;2901192;2901192	+;+;+;+;+;+;+;+;+;+	429	11	23	9	11	14	14	12	6	0	5	6	2	4	2
WBGene00044493	IV;IV;IV;IV	2918441;2918441;2918701;2918701	2918580;2918580;2918732;2918732	+;+;+;+	172	25	48	20	26	18	22	13	21	19	19	30	27	31	30
WBGene00021887	IV	2922230	2922251	-	22	0	3	0	1	1	1	0	0	0	1	0	1	0	0
WBGene00006708	IV	2925691	2925691	-	1	4	15	7	10	5	7	12	7	16	3	5	12	12	8
WBGene00021888	IV	2928419	2928421	-	3	2	11	1	1	1	3	7	0	0	1	1	2	3	1
WBGene00021870	IV	2931403	2931479	+	77	3	8	4	6	3	8	12	2	2	0	2	1	4	1
WBGene00002243	IV;IV	2978399;2978399	2978461;2978461	-;-	63	2	3	7	3	5	5	4	9	7	2	5	7	5	2
WBGene00189961	IV;IV	2969940;2969985	2969957;2970009	+;+	43	0	0	0	0	0	0	0	0	1	0	0	0	0	0
WBGene00021890	IV;IV;IV;IV	2989230;2991814;2992469;2995473	2989296;2992188;2992511;2995573	-;-;-;-	586	565	903	705	575	665	644	904	588	507	579	495	594	546	583
WBGene00219425	IV;IV;IV;IV;IV	3001675;3001675;3002558;3005921;3006028	3001776;3001778;3002682;3005973;3006090	-;-;-;-;-	345	25	32	21	26	27	26	39	23	19	40	21	33	38	36
WBGene00021892	IV	3011200	3011268	-	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00021869	IV;IV	3012587;3012654	3012702;3012702	+;+	116	0	1	0	0	0	1	0	1	0	0	1	0	0	0
WBGene00003008	IV	3019738	3019739	+	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00021893	IV	3028933	3028942	-	10	8	6	5	7	12	10	16	2	5	4	4	4	5	6
WBGene00022069	IV;IV;IV;IV;IV;IV;IV;IV	3049972;3049972;3049972;3049972;3049972;3049972;3049972;3049972	3050102;3050102;3050102;3050102;3050102;3050100;3050102;3050102	-;-;-;-;-;-;-;-	131	15	23	16	9	17	20	17	12	5	10	15	10	14	13
WBGene00022067	IV;IV;IV;IV;IV;IV	3055714;3056162;3056163;3060192;3060428;3061665	3055859;3056167;3056167;3060360;3060662;3061755	+;+;+;+;+;+	647	27	44	33	41	46	35	21	28	21	18	25	30	29	25
WBGene00022071	IV	3066897	3066934	-	38	0	0	0	0	0	1	0	0	0	0	1	0	0	0
WBGene00022072	IV	3069802	3069876	-	75	11	14	11	11	8	10	5	6	3	6	7	8	2	4
WBGene00235279	IV;IV	3070354;3076181	3070415;3076307	-;-	189	0	0	0	2	1	0	0	0	1	0	0	0	1	0
WBGene00022073	IV	3086851	3086923	-	73	3	10	3	6	2	9	6	14	13	6	9	10	8	4
WBGene00003153	IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV	3126230;3131370;3131370;3131370;3131370;3131370;3131370;3131370;3131370;3131370;3131370;3131370;3131370;3131370;3131370;3131370;3131370;3131490;3131490;3131490;3131490;3132217;3132217;3132217;3132217;3132217;3132217;3132217;3132217;3132217;3132217;3132217;3132217;3132994;3132994;3132994;3132994;3132994;3132994;3132994;3132994	3126232;3131373;3131386;3131370;3131373;3131370;3131373;3131386;3131373;3131386;3131373;3131373;3131370;3131373;3131370;3131373;3131386;3131492;3131492;3131492;3131492;3132275;3132275;3132275;3132277;3132275;3132275;3132275;3132277;3132275;3132277;3132275;3132275;3133143;3133116;3133147;3133116;3133116;3133147;3133116;3133147	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	238	63	80	60	66	95	86	43	69	71	78	67	99	89	81
WBGene00020730	IV;IV	3148365;3148581	3148532;3148663	+;+	251	1	3	0	0	0	0	0	1	1	4	0	0	3	5
WBGene00020728	IV	3151361	3151376	+	16	0	1	2	0	1	0	0	0	1	0	0	0	0	0
WBGene00022061	IV	3172545	3172610	-	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00022063	IV;IV	3175819;3176092	3176115;3176115	-;-	297	101	153	119	93	127	85	116	244	180	222	210	164	134	160
WBGene00022062	IV	3191554	3191562	-	9	0	0	0	0	0	1	0	0	0	0	0	0	0	0
WBGene00023186	IV	3202187	3202211	-	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00022064	IV	3202333	3202367	+	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00019766	IV;IV	3213764;3213764	3213771;3213771	+;+	8	1	1	1	0	0	2	0	0	1	1	0	0	2	4
WBGene00022059	IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV	3222440;3222440;3222440;3222440;3222442;3222442;3222442;3222442;3222442;3223190;3223190;3223190;3223190;3223376;3223376;3223376;3223376;3224483;3224483;3224483;3224483;3225608;3225608;3225608;3225608;3229975;3229975;3229975;3229975;3230394;3230394;3230394;3230394;3231454;3231454;3231454;3231454;3235514;3235514;3235514;3235514;3236800;3236800;3236800;3236800;3238070;3238070;3238070;3238070;3238109;3238109;3238109;3238109;3239065;3239065;3239065;3239065;3239106;3239970;3239970;3239970;3241554;3241554;3241554;3243455;3243455;3243455;3243455;3243455;3243455;3245475;3245475;3245475;3245475;3247843;3247843;3247967;3247967;3251612;3251614;3251614	3222612;3222612;3222612;3222612;3222443;3222443;3222443;3222443;3222443;3223325;3223325;3223325;3223325;3223475;3223475;3223475;3223475;3224804;3224804;3224804;3224804;3225884;3225884;3225884;3225884;3230105;3230105;3230105;3230105;3230731;3230731;3230731;3230731;3231603;3231603;3231603;3231603;3235702;3235702;3235702;3235702;3236973;3236973;3236973;3236973;3238225;3238225;3238225;3238225;3238144;3238144;3238144;3238144;3239209;3239209;3239209;3239130;3239130;3240449;3240449;3240449;3241616;3241616;3241616;3243545;3243545;3243545;3243545;3243519;3243519;3245712;3245712;3245517;3245517;3247920;3247920;3248092;3248092;3251724;3251724;3251724	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3480	652	870	620	580	610	637	519	550	528	457	412	478	455	400
WBGene00022060	IV	3254463	3254543	-	81	0	2	0	3	4	6	3	0	1	4	1	4	3	0
WBGene00020831	IV	3258910	3258920	+	11	10	16	12	16	10	17	6	7	14	5	10	16	19	13
WBGene00044469	IV	3267676	3267677	-	2	0	0	0	0	0	0	0	4	2	0	2	1	2	1
WBGene00020833	IV	3273395	3273397	-	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00021089	IV;IV;IV	3292120;3292448;3292449	3292226;3292492;3292492	+;+;+	152	2	12	5	11	11	11	7	11	11	11	5	4	15	4
WBGene00021088	IV;IV	3295135;3295139	3295144;3295144	+;+	10	17	31	25	24	37	29	16	23	20	30	19	23	22	21
WBGene00021086	IV	3300792	3300823	+	32	0	0	1	0	0	0	0	0	0	0	0	0	0	0
WBGene00021085	IV	3302358	3302415	+	58	0	0	1	0	0	0	0	0	0	0	0	0	0	0
WBGene00021084	IV	3303980	3304007	+	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00021082	IV	3311276	3311567	+	292	0	3	1	1	1	1	2	0	0	0	0	0	0	0
WBGene00018328	IV	3336855	3336868	-	14	1	0	0	0	1	0	1	0	0	0	0	0	0	0
WBGene00001999	IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV;IV	3338212;3338212;3338212;3338212;3338212;3338212;3338380;3338380;3338406;3338406;3338406;3338406;3338806;3338806;3338806;3338806;3338806;3338806	3338298;3338298;3338623;3338298;3338298;3338623;3338544;3338544;3338544;3338544;3338544;3338544;3338833;3338867;3338833;3338863;3338867;3338863	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	474	338	464	316	339	329	350	279	231	272	261	266	195	193	208
